Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Mode_of_Payment,Product_Name,Service,Product_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Customer_Type,Order_Channel,Invoice_Num_Int,actual_billing_amnt
INV-11014,CUST-3384,SRV-891,2025-06-21,Overdue,Digital Wallet,Tablet,Installation,Electronics,7,481.09,4183.41,4995.83,0.0,4995.83,597.63,0.115,331.33,0.0,Corporate,Mobile App,11014,4995.83
INV-11015,CUST-9379,SRV-599,2024-10-03,Paid,PayPal,Plant Pot,Installation,Home & Garden,2,104.62,706.86,848.21,848.21,0.0,353.43,0.148,36.73,0.0,Premium,Mobile App,11015,848.21
INV-11016,CUST-9413,SRV-333,2024-07-20,Paid,Bank Transfer,Lipstick,Support,Beauty,4,18.63,229.96,264.58,264.58,0.0,57.49,0.081,15.99,0.0,Regular,Phone,11016,264.58
INV-11017,CUST-4085,SRV-886,2025-05-23,Paid,Cash,Kitchen Appliance,Maintenance,Home & Garden,5,68.56,576.15,680.87,680.87,0.0,115.23,0.119,36.16,0.0,Premium,Online,11017,680.87
INV-11018,CUST-5775,SRV-753,2024-05-13,Paid,Cash,Self-Help Book,Maintenance,Books,6,15.75,136.92,136.06,136.06,0.0,22.82,0.115,6.82,23.43,Premium,Online,11018,136.06
INV-11019,CUST-5173,SRV-720,2023-11-16,Partially Paid,Cash,Running Shoes,Warranty,Sports,9,132.97,2659.32,2875.62,1333.74,1541.88,295.48,0.05,83.33,0.0,New,Mobile App,11019,2875.62
INV-11020,CUST-9374,SRV-681,2024-11-07,Paid,Credit Card,Cookbook,Standard Shipping,Books,7,37.4,377.79,425.2,425.2,0.0,53.97,0.099,10.01,0.0,Regular,Online,11020,425.2
INV-11021,CUST-1892,SRV-142,2023-11-14,Paid,Cash,Running Shoes,Support,Sports,9,109.62,856.44,1030.76,1030.76,0.0,95.16,0.128,64.7,0.0,Corporate,Online,11021,1030.76
INV-11022,CUST-2825,SRV-445,2025-06-04,Paid,Debit Card,Tennis Racket,Warranty,Sports,4,37.87,338.16,394.37,394.37,0.0,84.54,0.112,18.34,0.0,Corporate,Online,11022,394.37
INV-11023,CUST-6189,SRV-880,2024-04-16,Partially Paid,Credit Card,Kitchen Appliance,Maintenance,Home & Garden,7,95.25,850.43,811.44,256.24,555.2,121.49,0.112,65.71,199.95,Premium,Online,11023,811.44
INV-11024,CUST-7658,SRV-326,2024-05-08,Paid,Digital Wallet,Energy Drink,Express Delivery,Food & Beverage,3,10.83,138.87,152.5,152.5,0.0,46.29,0.078,2.8,0.0,Corporate,Online,11024,152.5
INV-11025,CUST-4496,SRV-337,2023-12-15,Paid,PayPal,Jacket,Consultation,Clothing,8,96.1,774.96,904.44,904.44,0.0,96.87,0.124,33.38,0.0,Premium,Online,11025,904.44
INV-11026,CUST-9053,SRV-547,2025-02-21,Paid,Check,Shampoo,Standard Shipping,Beauty,8,57.01,640.56,672.21,672.21,0.0,80.07,0.089,29.81,55.17,Corporate,Online,11026,672.21
INV-11027,CUST-7619,SRV-312,2024-04-14,Paid,Cash,Shampoo,Warranty,Beauty,5,17.11,216.6,241.04,241.04,0.0,43.32,0.079,7.33,0.0,Regular,Online,11027,241.04
INV-11028,CUST-2059,SRV-563,2025-09-03,Paid,PayPal,Headphones,Support,Electronics,6,234.33,4506.42,4948.85,4948.85,0.0,751.07,0.052,208.1,0.0,Premium,Online,11028,4948.85
INV-11029,CUST-7006,SRV-366,2025-01-06,Partially Paid,Credit Card,Dining Table,Express Delivery,Home & Garden,10,364.52,3313.8,3905.67,1529.68,2375.99,331.38,0.11,227.35,0.0,Corporate,Phone,11029,3905.67
INV-11030,CUST-3601,SRV-194,2025-05-26,Paid,Debit Card,Tablet,Standard Shipping,Electronics,9,1596.64,16806.78,19035.17,19035.17,0.0,1867.42,0.095,631.75,0.0,Corporate,In-Store,11030,19035.17
INV-11031,CUST-3730,SRV-633,2023-11-11,Pending,Bank Transfer,Fiction Novel,Support,Books,1,6.41,50.08,60.11,0.0,60.11,50.08,0.128,3.62,0.0,Regular,Mobile App,11031,60.11
INV-11032,CUST-3751,SRV-341,2023-09-21,Paid,Check,Self-Help Book,Consultation,Books,2,1.77,29.44,30.85,30.85,0.0,14.72,0.06,2.03,2.39,Corporate,Online,11032,30.85
INV-11033,CUST-9743,SRV-291,2024-05-12,Paid,Credit Card,Tablet,Maintenance,Electronics,3,467.95,4633.14,5199.51,5199.51,0.0,1544.38,0.101,98.42,0.0,Regular,In-Store,11033,5199.51
INV-11034,CUST-3167,SRV-347,2025-05-19,Paid,Credit Card,Skincare Set,Maintenance,Beauty,5,34.99,368.3,426.35,426.35,0.0,73.66,0.095,23.06,0.0,Premium,Online,11034,426.35
INV-11035,CUST-7183,SRV-239,2023-09-04,Paid,Cash,Bicycle,Support,Sports,8,150.99,1677.68,1916.73,1916.73,0.0,209.71,0.09,88.06,0.0,New,Online,11035,1916.73
INV-11036,CUST-7638,SRV-869,2024-05-18,Overdue,PayPal,Motor Oil,Support,Automotive,8,33.14,613.68,661.8,299.19,362.61,76.71,0.054,14.98,0.0,Regular,Online,11036,661.8
INV-11037,CUST-6153,SRV-598,2024-03-25,Paid,Debit Card,Smartphone,Warranty,Electronics,3,303.25,2782.14,2576.49,2576.49,0.0,927.38,0.109,182.3,691.2,Regular,Mobile App,11037,2576.49
INV-11038,CUST-5143,SRV-598,2024-10-16,Overdue,Credit Card,Protein Bar,Warranty,Food & Beverage,6,25.75,268.26,229.1,0.0,229.1,44.71,0.096,12.06,76.97,Regular,Online,11038,229.1
INV-11039,CUST-7333,SRV-769,2024-11-20,Overdue,Cash,Shoes,Installation,Clothing,6,105.15,1001.4,1129.01,187.11,941.9,166.9,0.105,22.46,0.0,Regular,Online,11039,1129.01
INV-11040,CUST-2659,SRV-249,2025-09-01,Pending,Cash,Running Shoes,Standard Shipping,Sports,9,74.57,731.07,821.32,0.0,821.32,81.23,0.102,15.68,0.0,Premium,Online,11040,821.32
INV-11041,CUST-7028,SRV-152,2025-02-14,Pending,Debit Card,Jacket,Maintenance,Clothing,8,76.91,761.44,884.02,0.0,884.02,95.18,0.101,45.67,0.0,Premium,Mobile App,11041,884.02
INV-11042,CUST-7191,SRV-438,2025-07-11,Paid,Credit Card,Protein Bar,Consultation,Food & Beverage,5,7.23,57.4,66.45,66.45,0.0,11.48,0.126,1.82,0.0,Regular,Online,11042,66.45
INV-11043,CUST-3178,SRV-299,2024-11-05,Paid,Check,Biography,Maintenance,Books,3,12.8,119.64,106.32,106.32,0.0,39.88,0.107,9.5,35.62,Regular,In-Store,11043,106.32
INV-11044,CUST-2082,SRV-324,2024-12-26,Partially Paid,PayPal,Bedding Set,Warranty,Home & Garden,2,12.09,125.98,147.39,115.03,32.36,62.99,0.096,9.32,0.0,New,In-Store,11044,147.39
INV-11045,CUST-9977,SRV-933,2024-08-07,Paid,Bank Transfer,Skincare Set,Express Delivery,Beauty,10,63.84,818.5,927.87,927.87,0.0,81.85,0.078,45.53,0.0,Regular,Online,11045,927.87
INV-11046,CUST-9336,SRV-407,2025-01-26,Overdue,Debit Card,Car Parts,Support,Automotive,5,124.12,1633.1,1870.63,894.33,976.3,326.62,0.076,113.41,0.0,Premium,Mobile App,11046,1870.63
INV-11047,CUST-9883,SRV-617,2024-09-09,Partially Paid,Credit Card,Car Care Products,Warranty,Automotive,7,134.19,1677.41,1869.55,1178.39,691.16,239.63,0.08,57.95,0.0,Corporate,In-Store,11047,1869.55
INV-11048,CUST-8080,SRV-257,2024-11-01,Partially Paid,Digital Wallet,Organic Coffee,Installation,Food & Beverage,6,4.58,61.92,71.0,40.52,30.48,10.32,0.074,4.5,0.0,Premium,Online,11048,71.0
INV-11049,CUST-4985,SRV-725,2024-02-19,Paid,Credit Card,Lipstick,Support,Beauty,6,74.74,553.62,513.03,513.03,0.0,92.27,0.135,14.42,129.75,Premium,Mobile App,11049,513.03
INV-11050,CUST-3488,SRV-152,2023-09-06,Pending,Credit Card,Snack Pack,Standard Shipping,Food & Beverage,3,7.28,54.33,64.91,0.0,64.91,18.11,0.134,3.3,0.0,VIP,Online,11050,64.91
INV-11051,CUST-6075,SRV-438,2023-12-15,Cancelled,Cash,Smart TV,Standard Shipping,Electronics,1,164.74,1248.01,1267.76,0.0,1267.76,1248.01,0.132,39.36,184.35,Regular,Online,11051,1267.76
INV-11052,CUST-9619,SRV-173,2025-05-23,Paid,Check,Yoga Mat,Standard Shipping,Sports,8,115.36,1517.84,1722.16,1722.16,0.0,189.73,0.076,88.96,0.0,Premium,Online,11052,1722.16
INV-11053,CUST-7445,SRV-972,2024-08-15,Paid,Debit Card,Bedding Set,Warranty,Home & Garden,8,157.89,1563.28,1779.98,1779.98,0.0,195.41,0.101,58.81,0.0,Corporate,Mobile App,11053,1779.98
INV-11054,CUST-6067,SRV-782,2024-08-03,Paid,Debit Card,Textbook,Warranty,Books,3,9.6,177.69,191.47,191.47,0.0,59.23,0.054,4.18,0.0,New,Online,11054,191.47
INV-11055,CUST-2203,SRV-389,2024-08-09,Paid,Check,Skincare Set,Express Delivery,Beauty,8,34.63,558.56,625.95,625.95,0.0,69.82,0.062,32.76,0.0,Premium,Online,11055,625.95
INV-11056,CUST-8753,SRV-771,2023-10-08,Paid,Bank Transfer,Lipstick,Warranty,Beauty,4,12.54,228.0,256.61,256.61,0.0,57.0,0.055,16.07,0.0,Corporate,Phone,11056,256.61
INV-11057,CUST-7512,SRV-902,2025-08-30,Pending,Debit Card,Perfume,Express Delivery,Beauty,6,82.64,682.98,806.26,0.0,806.26,113.83,0.121,40.64,0.0,Corporate,Online,11057,806.26
INV-11058,CUST-3689,SRV-356,2024-11-02,Paid,Debit Card,Jacket,Installation,Clothing,3,4.37,68.31,76.15,76.15,0.0,22.77,0.064,3.47,0.0,Regular,In-Store,11058,76.15
INV-11059,CUST-1151,SRV-746,2024-09-07,Paid,Check,Skincare Set,Installation,Beauty,6,4.93,50.34,58.77,58.77,0.0,8.39,0.098,3.5,0.0,Regular,Mobile App,11059,58.77
INV-11060,CUST-9273,SRV-380,2025-02-28,Paid,Cash,Tools,Support,Automotive,10,260.98,3728.3,4236.03,4236.03,0.0,372.83,0.07,246.75,0.0,New,In-Store,11060,4236.03
INV-11061,CUST-9827,SRV-873,2024-12-14,Overdue,Cash,Tablet,Installation,Electronics,1,95.41,844.31,996.72,0.0,996.72,844.31,0.113,57.0,0.0,Corporate,In-Store,11061,996.72
INV-11062,CUST-6163,SRV-954,2025-05-01,Paid,Credit Card,Biography,Installation,Books,5,48.88,362.05,435.91,435.91,0.0,72.41,0.135,24.98,0.0,Regular,In-Store,11062,435.91
INV-11063,CUST-1664,SRV-327,2024-12-07,Overdue,Digital Wallet,Biography,Standard Shipping,Books,7,5.42,93.38,105.17,0.0,105.17,13.34,0.058,6.37,0.0,Regular,Marketplace,11063,105.17
INV-11064,CUST-6016,SRV-887,2025-05-10,Partially Paid,Debit Card,Headphones,Support,Electronics,4,458.42,4365.92,5115.9,2103.77,3012.13,1091.48,0.105,291.56,0.0,VIP,In-Store,11064,5115.9
INV-11065,CUST-4281,SRV-114,2025-08-05,Paid,Check,Car Parts,Installation,Automotive,4,79.09,1520.92,1642.28,1642.28,0.0,380.23,0.052,42.27,0.0,VIP,Online,11065,1642.28
INV-11066,CUST-3651,SRV-536,2024-03-30,Overdue,Debit Card,Lamp,Standard Shipping,Home & Garden,5,89.45,860.05,740.69,0.0,740.69,172.01,0.104,45.51,254.32,Regular,Online,11066,740.69
INV-11067,CUST-5424,SRV-283,2023-12-29,Paid,Digital Wallet,Wine Bottle,Standard Shipping,Food & Beverage,9,45.47,355.23,340.64,340.64,0.0,39.47,0.128,17.02,77.08,Regular,Online,11067,340.64
INV-11068,CUST-3890,SRV-497,2024-03-15,Paid,Cash,Sports Jersey,Standard Shipping,Sports,10,316.35,2452.3,2618.4,2618.4,0.0,245.23,0.129,61.76,212.01,Corporate,Online,11068,2618.4
INV-11069,CUST-6757,SRV-130,2024-08-17,Paid,Check,Car Accessories,Standard Shipping,Automotive,9,256.83,2853.63,3196.22,3196.22,0.0,317.07,0.09,85.76,0.0,Premium,Online,11069,3196.22
INV-11070,CUST-4715,SRV-954,2025-07-07,Paid,Check,Energy Drink,Maintenance,Food & Beverage,8,20.46,179.44,176.34,176.34,0.0,22.43,0.114,5.73,29.29,Regular,Mobile App,11070,176.34
INV-11071,CUST-6549,SRV-525,2023-09-11,Paid,Check,Perfume,Standard Shipping,Beauty,3,41.76,383.13,413.3,413.3,0.0,127.71,0.109,20.57,32.16,New,Mobile App,11071,413.3
INV-11072,CUST-2962,SRV-739,2023-10-07,Partially Paid,Bank Transfer,Lipstick,Installation,Beauty,9,88.7,1122.75,1151.35,241.25,910.1,124.75,0.079,80.3,140.4,Regular,Marketplace,11072,1151.35
INV-11073,CUST-5598,SRV-448,2024-10-29,Paid,Debit Card,Shoes,Installation,Clothing,2,26.58,214.36,224.46,224.46,0.0,107.18,0.124,9.52,26.0,Regular,Mobile App,11073,224.46
INV-11074,CUST-2640,SRV-471,2023-12-29,Paid,PayPal,Dress,Maintenance,Clothing,6,27.49,443.34,495.03,495.03,0.0,73.89,0.062,24.2,0.0,Regular,Mobile App,11074,495.03
INV-11075,CUST-9868,SRV-979,2023-11-24,Overdue,Debit Card,Gym Equipment,Consultation,Sports,5,21.65,240.6,280.5,46.74,233.76,48.12,0.09,18.25,0.0,VIP,Online,11075,280.5
INV-11076,CUST-1065,SRV-209,2025-01-04,Overdue,Cash,Headphones,Maintenance,Electronics,6,308.05,5050.08,5507.25,919.88,4587.37,841.68,0.061,149.12,0.0,Regular,Phone,11076,5507.25
INV-11077,CUST-2701,SRV-745,2023-09-21,Cancelled,Cash,Snack Pack,Consultation,Food & Beverage,3,5.53,37.86,46.11,0.0,46.11,12.62,0.146,2.72,0.0,Regular,Mobile App,11077,46.11
INV-11078,CUST-4072,SRV-604,2025-03-17,Paid,Bank Transfer,Fiction Novel,Warranty,Books,4,18.84,211.72,245.27,245.27,0.0,52.93,0.089,14.71,0.0,New,Mobile App,11078,245.27
INV-11079,CUST-5713,SRV-375,2024-05-16,Paid,Debit Card,Hat,Warranty,Clothing,5,67.47,674.7,795.25,795.25,0.0,134.94,0.1,53.08,0.0,Regular,In-Store,11079,795.25
INV-11080,CUST-2965,SRV-787,2024-05-15,Paid,Credit Card,Bedding Set,Standard Shipping,Home & Garden,4,247.56,1996.48,2371.57,2371.57,0.0,499.12,0.124,127.53,0.0,Regular,In-Store,11080,2371.57
INV-11081,CUST-4443,SRV-834,2023-12-26,Overdue,Check,Headphones,Standard Shipping,Electronics,6,173.7,2714.1,3060.03,0.0,3060.03,452.35,0.064,172.23,0.0,Premium,In-Store,11081,3060.03
INV-11082,CUST-5506,SRV-554,2025-07-14,Paid,PayPal,Technical Manual,Express Delivery,Books,4,10.28,148.96,168.17,168.17,0.0,37.24,0.069,8.93,0.0,Premium,In-Store,11082,168.17
INV-11083,CUST-5130,SRV-103,2024-11-20,Paid,Digital Wallet,Snack Pack,Standard Shipping,Food & Beverage,1,3.94,38.67,39.15,39.15,0.0,38.67,0.102,1.25,4.71,Regular,Online,11083,39.15
INV-11084,CUST-9676,SRV-166,2025-04-26,Paid,Debit Card,Wine Bottle,Installation,Food & Beverage,4,12.0,100.88,116.57,116.57,0.0,25.22,0.119,3.69,0.0,Regular,In-Store,11084,116.57
INV-11085,CUST-3187,SRV-117,2024-05-01,Paid,PayPal,Spice Set,Express Delivery,Food & Beverage,9,35.96,251.46,294.11,294.11,0.0,27.94,0.143,6.69,0.0,VIP,Mobile App,11085,294.11
INV-11086,CUST-9462,SRV-918,2024-07-17,Paid,Cash,Car Parts,Standard Shipping,Automotive,10,234.33,3841.5,4359.82,4359.82,0.0,384.15,0.061,283.99,0.0,New,Mobile App,11086,4359.82
INV-11087,CUST-9682,SRV-287,2025-06-07,Paid,Debit Card,Energy Drink,Standard Shipping,Food & Beverage,3,11.99,144.42,165.27,165.27,0.0,48.14,0.083,8.86,0.0,Regular,Online,11087,165.27
INV-11088,CUST-6019,SRV-838,2024-11-12,Paid,Bank Transfer,Sports Jersey,Maintenance,Sports,5,104.03,920.65,1080.09,1080.09,0.0,184.13,0.113,55.41,0.0,Regular,In-Store,11088,1080.09
INV-11089,CUST-4215,SRV-350,2024-08-01,Paid,Cash,Gaming Console,Installation,Electronics,6,430.32,5815.2,4795.38,4795.38,0.0,969.2,0.074,232.64,1682.78,Regular,Mobile App,11089,4795.38
INV-11090,CUST-4789,SRV-520,2023-10-18,Paid,Check,Biography,Warranty,Books,9,40.9,717.48,802.04,802.04,0.0,79.72,0.057,43.66,0.0,Regular,Online,11090,802.04
INV-11091,CUST-7076,SRV-199,2023-10-11,Paid,Debit Card,Running Shoes,Support,Sports,7,29.31,375.76,425.86,425.86,0.0,53.68,0.078,20.79,0.0,Regular,In-Store,11091,425.86
INV-11092,CUST-2532,SRV-924,2024-05-17,Overdue,Credit Card,Fiction Novel,Warranty,Books,5,27.77,239.4,219.58,45.21,174.37,47.88,0.116,14.78,62.37,Regular,In-Store,11092,219.58
INV-11093,CUST-4757,SRV-689,2024-06-14,Cancelled,Check,Headphones,Consultation,Electronics,6,1404.43,11235.48,10602.38,0.0,10602.38,1872.58,0.125,599.72,2637.25,Premium,Online,11093,10602.38
INV-11094,CUST-3819,SRV-942,2024-02-11,Pending,Debit Card,Technical Manual,Standard Shipping,Books,3,5.05,71.13,78.17,0.0,78.17,23.71,0.071,1.99,0.0,Regular,Online,11094,78.17
INV-11095,CUST-4345,SRV-475,2025-06-07,Paid,Debit Card,Sports Jersey,Warranty,Sports,3,84.84,637.86,741.55,741.55,0.0,212.62,0.133,18.85,0.0,Regular,Phone,11095,741.55
INV-11096,CUST-7887,SRV-211,2023-11-29,Pending,Cash,Dining Table,Standard Shipping,Home & Garden,3,61.98,666.45,617.51,0.0,617.51,222.15,0.093,41.31,152.23,Corporate,Mobile App,11096,617.51
INV-11097,CUST-6407,SRV-563,2024-02-12,Paid,Digital Wallet,Biography,Warranty,Books,3,20.42,158.31,184.55,184.55,0.0,52.77,0.129,5.82,0.0,VIP,Mobile App,11097,184.55
INV-11098,CUST-4215,SRV-515,2024-07-02,Paid,Digital Wallet,Tools,Warranty,Automotive,2,43.85,707.3,794.77,794.77,0.0,353.65,0.062,43.62,0.0,VIP,Online,11098,794.77
INV-11099,CUST-8853,SRV-504,2025-06-30,Paid,Credit Card,Sofa,Support,Home & Garden,3,61.55,843.12,927.93,927.93,0.0,281.04,0.073,23.26,0.0,Premium,Online,11099,927.93
INV-11100,CUST-2369,SRV-447,2025-02-22,Overdue,Credit Card,Dress,Installation,Clothing,6,93.01,699.3,808.14,319.23,488.91,116.55,0.133,15.83,0.0,VIP,In-Store,11100,808.14
INV-11101,CUST-8247,SRV-173,2024-11-09,Paid,Credit Card,Hat,Maintenance,Clothing,6,70.99,601.62,720.48,720.48,0.0,100.27,0.118,47.87,0.0,Regular,Mobile App,11101,720.48
INV-11102,CUST-1396,SRV-983,2023-10-05,Paid,Check,Dress,Express Delivery,Clothing,10,35.7,300.0,350.35,350.35,0.0,30.0,0.119,14.65,0.0,Corporate,Online,11102,350.35
INV-11103,CUST-1423,SRV-836,2024-02-04,Paid,Debit Card,Shampoo,Warranty,Beauty,2,24.17,241.7,274.91,274.91,0.0,120.85,0.1,9.04,0.0,Premium,In-Store,11103,274.91
INV-11104,CUST-9847,SRV-588,2024-06-24,Paid,Credit Card,Energy Drink,Maintenance,Food & Beverage,2,3.11,23.56,27.55,27.55,0.0,11.78,0.132,0.88,0.0,Regular,In-Store,11104,27.55
INV-11105,CUST-8656,SRV-126,2023-10-19,Paid,Bank Transfer,Laptop,Consultation,Electronics,5,782.01,8886.5,8133.14,8133.14,0.0,1777.3,0.088,517.19,2052.56,Regular,In-Store,11105,8133.14
INV-11106,CUST-4863,SRV-522,2024-02-03,Pending,Credit Card,Gym Equipment,Express Delivery,Sports,6,40.75,740.88,666.35,0.0,666.35,123.48,0.055,28.6,143.88,Premium,In-Store,11106,666.35
INV-11107,CUST-1868,SRV-516,2024-04-03,Pending,Cash,Biography,Support,Books,10,54.97,490.8,477.6,0.0,477.6,49.08,0.112,32.98,101.15,Corporate,Online,11107,477.6
INV-11108,CUST-2057,SRV-162,2024-06-04,Pending,Check,Laptop,Maintenance,Electronics,7,391.5,3800.93,4471.47,0.0,4471.47,542.99,0.103,279.04,0.0,Regular,Online,11108,4471.47
INV-11109,CUST-3907,SRV-660,2025-01-01,Paid,Check,Snack Pack,Support,Food & Beverage,4,11.09,88.04,93.38,93.38,0.0,22.01,0.126,4.55,10.3,Regular,In-Store,11109,93.38
INV-11110,CUST-5835,SRV-843,2024-02-25,Overdue,Digital Wallet,Bicycle,Installation,Sports,3,10.68,77.4,75.29,0.0,75.29,25.8,0.138,5.06,17.85,Regular,Online,11110,75.29
INV-11111,CUST-8568,SRV-994,2023-10-15,Overdue,PayPal,Tires,Consultation,Automotive,7,89.29,615.79,731.2,288.33,442.87,87.97,0.145,26.12,0.0,VIP,Online,11111,731.2
INV-11112,CUST-4063,SRV-400,2024-03-18,Paid,Cash,Camera,Standard Shipping,Electronics,8,571.98,6285.44,7088.64,7088.64,0.0,785.68,0.091,231.22,0.0,Corporate,Mobile App,11112,7088.64
INV-11113,CUST-1368,SRV-890,2024-04-22,Pending,Cash,Dress,Express Delivery,Clothing,9,132.21,1296.18,1518.9,0.0,1518.9,144.02,0.102,90.51,0.0,Regular,Mobile App,11113,1518.9
INV-11114,CUST-2008,SRV-789,2025-08-08,Overdue,Check,Face Cream,Installation,Beauty,1,11.77,149.02,122.02,32.1,89.92,149.02,0.079,4.81,43.58,Premium,Online,11114,122.02
INV-11115,CUST-4635,SRV-926,2024-01-26,Partially Paid,Check,T-Shirt,Standard Shipping,Clothing,10,96.16,991.3,1098.0,321.58,776.42,99.13,0.097,72.08,61.54,Regular,Online,11115,1098.0
INV-11116,CUST-4551,SRV-237,2024-10-22,Pending,Digital Wallet,Lipstick,Standard Shipping,Beauty,7,110.49,905.66,1086.22,0.0,1086.22,129.38,0.122,70.07,0.0,Premium,Marketplace,11116,1086.22
INV-11117,CUST-7378,SRV-197,2024-12-19,Cancelled,Credit Card,Tools,Consultation,Automotive,9,165.23,3239.73,3505.68,0.0,3505.68,359.97,0.051,100.72,0.0,Regular,Online,11117,3505.68
INV-11118,CUST-7799,SRV-214,2025-03-19,Pending,PayPal,Kitchen Appliance,Support,Home & Garden,9,309.06,4176.54,4663.68,0.0,4663.68,464.06,0.074,178.08,0.0,Regular,Mobile App,11118,4663.68
INV-11119,CUST-2961,SRV-842,2024-11-02,Paid,Digital Wallet,Smart TV,Consultation,Electronics,4,361.38,3255.72,3749.76,3749.76,0.0,813.93,0.111,132.66,0.0,Premium,Online,11119,3749.76
INV-11120,CUST-9617,SRV-754,2025-04-14,Paid,Bank Transfer,Running Shoes,Support,Sports,5,37.46,416.2,473.9,473.9,0.0,83.24,0.09,20.24,0.0,Corporate,Online,11120,473.9
INV-11121,CUST-3583,SRV-320,2025-05-17,Paid,Check,Sofa,Express Delivery,Home & Garden,8,104.58,1245.04,1380.25,1380.25,0.0,155.63,0.084,30.63,0.0,VIP,Online,11121,1380.25
INV-11122,CUST-9514,SRV-648,2024-10-25,Paid,Credit Card,Gaming Console,Installation,Electronics,1,131.64,1567.14,1776.42,1776.42,0.0,1567.14,0.084,77.64,0.0,Corporate,In-Store,11122,1776.42
INV-11123,CUST-2572,SRV-219,2024-01-13,Paid,Digital Wallet,Car Parts,Standard Shipping,Automotive,4,79.23,1414.76,1597.4,1597.4,0.0,353.69,0.056,103.41,0.0,Premium,Mobile App,11123,1597.4
INV-11124,CUST-1446,SRV-495,2024-02-08,Paid,Cash,Organic Coffee,Installation,Food & Beverage,4,2.58,38.0,41.84,41.84,0.0,9.5,0.068,1.26,0.0,Corporate,In-Store,11124,41.84
INV-11125,CUST-8147,SRV-685,2023-12-24,Cancelled,PayPal,Protein Bar,Maintenance,Food & Beverage,8,20.44,192.8,227.54,0.0,227.54,24.1,0.106,14.3,0.0,Corporate,Phone,11125,227.54
INV-11126,CUST-1660,SRV-218,2024-05-08,Partially Paid,Bank Transfer,Gym Equipment,Standard Shipping,Sports,9,340.81,2662.56,2403.89,1657.07,746.82,295.84,0.128,107.98,707.46,Premium,Online,11126,2403.89
INV-11127,CUST-4829,SRV-760,2024-09-21,Paid,Digital Wallet,T-Shirt,Standard Shipping,Clothing,6,70.35,591.18,610.86,610.86,0.0,98.53,0.119,33.31,83.98,VIP,Online,11127,610.86
INV-11128,CUST-3978,SRV-116,2024-12-10,Paid,Digital Wallet,Gym Equipment,Maintenance,Sports,3,43.82,398.4,463.88,463.88,0.0,132.8,0.11,21.66,0.0,Premium,Online,11128,463.88
INV-11129,CUST-5856,SRV-950,2025-03-22,Paid,Cash,Organic Coffee,Support,Food & Beverage,5,7.38,57.65,68.19,68.19,0.0,11.53,0.128,3.16,0.0,Regular,Online,11129,68.19
INV-11130,CUST-1348,SRV-890,2025-01-28,Overdue,Bank Transfer,Gym Equipment,Support,Sports,4,159.53,1147.68,1337.63,522.03,815.6,286.92,0.139,30.42,0.0,Corporate,In-Store,11130,1337.63
INV-11131,CUST-1897,SRV-517,2025-06-02,Paid,Check,Smart TV,Warranty,Electronics,3,153.65,2478.27,2795.06,2795.06,0.0,826.09,0.062,163.14,0.0,Premium,Online,11131,2795.06
INV-11132,CUST-4737,SRV-632,2025-05-17,Pending,Credit Card,Cookbook,Consultation,Books,10,84.58,735.5,874.44,0.0,874.44,73.55,0.115,54.36,0.0,Premium,Mobile App,11132,874.44
INV-11133,CUST-5664,SRV-947,2023-09-07,Paid,Digital Wallet,Perfume,Consultation,Beauty,2,41.27,294.78,351.96,351.96,0.0,147.39,0.14,15.91,0.0,Corporate,Online,11133,351.96
INV-11134,CUST-6877,SRV-657,2025-07-27,Pending,Debit Card,Plant Pot,Consultation,Home & Garden,5,36.44,347.05,402.36,0.0,402.36,69.41,0.105,18.87,0.0,Corporate,Online,11134,402.36
INV-11135,CUST-8895,SRV-928,2024-11-13,Partially Paid,Digital Wallet,Hat,Maintenance,Clothing,3,61.62,470.4,550.28,107.94,442.34,156.8,0.131,18.26,0.0,Corporate,Online,11135,550.28
INV-11136,CUST-9871,SRV-252,2024-05-07,Paid,Cash,Gym Equipment,Installation,Sports,1,34.49,259.3,301.53,301.53,0.0,259.3,0.133,7.74,0.0,VIP,In-Store,11136,301.53
INV-11137,CUST-7400,SRV-498,2023-11-07,Paid,Digital Wallet,Laptop,Maintenance,Electronics,7,419.24,7228.2,8081.85,8081.85,0.0,1032.6,0.058,434.41,0.0,New,Online,11137,8081.85
INV-11138,CUST-2084,SRV-484,2025-02-25,Paid,Debit Card,Smart TV,Consultation,Electronics,5,116.5,1031.0,1172.65,1172.65,0.0,206.2,0.113,25.15,0.0,Premium,Mobile App,11138,1172.65
INV-11139,CUST-9549,SRV-300,2025-04-22,Overdue,Bank Transfer,Protein Bar,Warranty,Food & Beverage,3,1.89,21.78,24.94,0.0,24.94,7.26,0.087,1.27,0.0,Premium,Online,11139,24.94
INV-11140,CUST-8356,SRV-243,2024-10-20,Paid,Bank Transfer,Car Care Products,Express Delivery,Automotive,10,42.0,807.6,904.45,904.45,0.0,80.76,0.052,54.85,0.0,Premium,Mobile App,11140,904.45
INV-11141,CUST-1781,SRV-264,2025-04-04,Partially Paid,Credit Card,Sweater,Maintenance,Clothing,5,13.83,96.05,115.69,29.93,85.76,19.21,0.144,5.81,0.0,Premium,Mobile App,11141,115.69
