Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate
INV20453,CUST7586,SRV002,11-02-2025,Paid,Sale,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,8,18.0,360,418.0,418.0,0.0,45,0.05,40,0.0,Branch A,CASH012,SUP114,01:34:10,Regular,Phone,20453,0
INV20454,CUST5700,SRV003,15-11-2023,Paid,Sale,UPI,Bread (400g),Standard Delivery,Bakery,Delivery Services,3,6.0,120,144.32,144.32,0.0,40,0.05,40,21.68,Branch A,CASH003,SUP101,08:58:53,Regular,In-Store,20454,0
INV20455,CUST2189,SRV002,27-09-2022,Pending,Sale,Credit Card,Bread (400g),Standard Delivery,Bakery,Delivery Services,3,6.0,120,166.0,0.0,166.0,40,0.05,40,0.0,Branch B,CASH005,SUP121,21:47:16,Premium,Phone,20455,0
INV20456,CUST6899,SRV001,24-12-2022,Paid,Sale,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,4,10.0,200,290.0,290.0,0.0,50,0.05,80,0.0,Main Store,CASH001,SUP156,01:51:14,Regular,Online,20456,0
INV20457,CUST4368,SRV003,30-06-2024,Paid,Sale,Cheque,Bread (400g),Express Delivery,Bakery,Delivery Services,3,6.0,120,206.0,206.0,0.0,40,0.05,80,0.0,Main Store,CASH009,SUP153,11:48:39,Premium,Online,20457,0
INV20458,CUST8972,SRV002,27-06-2023,Failed,Sale,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,5,72.0,400,447.68,0.0,447.68,80,0.18,40,64.32,Online,CASH008,SUP115,13:07:16,Regular,Phone,20458,0
INV20459,CUST3999,SRV002,07-10-2024,Pending,Sale,UPI,Chicken (1kg),No Service,Meat,No Service,6,180.0,1500,1680.0,0.0,1680.0,250,0.12,0,0.0,Online,CASH015,SUP157,22:07:41,Premium,In-Store,20459,0
INV20460,CUST9927,SRV001,15-02-2024,Paid,Return,Net Banking,Detergent (1kg),Standard Delivery,Household,Delivery Services,10,192.0,1600,1832.0,1832.0,0.0,160,0.12,40,0.0,Online,CASH011,SUP111,19:11:51,Wholesale,In-Store,20460,0
INV20461,CUST4505,SRV002,27-07-2025,Paid,Sale,UPI,Chicken (1kg),No Service,Meat,No Service,1,30.0,250,280.0,280.0,0.0,250,0.12,0,0.0,Branch B,CASH006,SUP127,00:14:51,Premium,Phone,20461,0
INV20462,CUST4570,SRV001,21-02-2024,Paid,Sale,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,6,13.5,270,323.5,323.5,0.0,45,0.05,40,0.0,Main Store,CASH012,SUP121,16:06:33,Regular,Phone,20462,0
INV20463,CUST8620,SRV001,10-06-2024,Paid,Sale,Net Banking,Chicken (1kg),Standard Delivery,Meat,Delivery Services,3,90.0,750,880.0,880.0,0.0,250,0.12,40,0.0,Online,CASH007,SUP164,21:25:20,Regular,Online,20463,0
INV20464,CUST8095,SRV002,20-05-2025,Pending,Sale,Credit Card,Chicken (1kg),Express Delivery,Meat,Delivery Services,1,30.0,250,360.0,0.0,360.0,250,0.12,80,0.0,Online,CASH004,SUP147,04:24:46,Regular,Online,20464,0
INV20465,CUST7139,SRV001,29-10-2023,Paid,Sale,Cheque,Chicken (1kg),No Service,Meat,No Service,6,180.0,1500,1680.0,1680.0,0.0,250,0.12,0,0.0,Branch B,CASH011,SUP161,09:01:41,Wholesale,In-Store,20465,0
INV20466,CUST1879,SRV002,09-02-2024,Paid,Sale,UPI,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,2,3.0,60,143.0,143.0,0.0,30,0.05,80,0.0,Branch A,CASH013,SUP115,00:59:44,Wholesale,In-Store,20466,0
INV20467,CUST8199,SRV003,15-01-2023,Failed,Sale,UPI,Dishwash Soap (500ml),No Service,Household,No Service,10,144.0,800,944.0,0.0,944.0,80,0.18,0,0.0,Branch B,CASH004,SUP111,02:38:05,Premium,Phone,20467,0
INV20468,CUST5293,SRV001,13-05-2023,Paid,Sale,Net Banking,Chips (100g),Express Delivery,Snacks,Delivery Services,7,25.2,140,245.2,245.2,0.0,20,0.18,80,0.0,Online,CASH013,SUP158,01:31:47,Regular,Phone,20468,0
INV20469,CUST2840,SRV001,13-09-2023,Paid,Return,UPI,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,10,15.0,300,395.0,395.0,0.0,30,0.05,80,0.0,Main Store,CASH013,SUP142,10:57:38,Wholesale,Phone,20469,0
INV20470,CUST5652,SRV001,17-09-2024,Failed,Sale,Credit Card,Chicken (1kg),Standard Delivery,Meat,Delivery Services,6,180.0,1500,1720.0,0.0,1720.0,250,0.12,40,0.0,Online,CASH003,SUP111,02:13:35,Premium,Phone,20470,0
INV20471,CUST2954,SRV001,28-08-2023,Paid,Sale,Credit Card,Tea Powder (250g),No Service,Beverages,No Service,2,12.0,240,252.0,252.0,0.0,120,0.05,0,0.0,Branch A,CASH002,SUP150,04:43:19,Wholesale,Online,20471,0
INV20472,CUST2368,SRV002,07-01-2023,Paid,Sale,Net Banking,Bread (400g),Standard Delivery,Bakery,Delivery Services,7,14.0,280,281.22,281.22,0.0,40,0.05,40,52.78,Online,CASH006,SUP152,16:20:58,Regular,Online,20472,0
INV20473,CUST1847,SRV001,07-04-2025,Paid,Sale,UPI,Rice (5kg),Express Delivery,Grains & Cereals,Delivery Services,8,120.0,2400,2600.0,2600.0,0.0,300,0.05,80,0.0,Main Store,CASH008,SUP155,14:21:22,Wholesale,Online,20473,0
INV20474,CUST7695,SRV002,07-11-2022,Paid,Sale,Net Banking,Bananas (1kg),No Service,Fruits,No Service,3,7.5,150,157.5,157.5,0.0,50,0.05,0,0.0,Main Store,CASH003,SUP128,14:59:28,Regular,Phone,20474,0
INV20475,CUST9788,SRV002,10-06-2023,Pending,Sale,Credit Card,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,9,20.25,405,505.25,0.0,505.25,45,0.05,80,0.0,Branch A,CASH004,SUP152,23:18:27,Premium,Online,20475,0
INV20476,CUST2340,SRV001,13-10-2024,Paid,Return,Credit Card,Rice (5kg),No Service,Grains & Cereals,No Service,8,120.0,2400,2287.0,2287.0,0.0,300,0.05,0,233.0,Branch A,CASH014,SUP105,05:21:58,Premium,Online,20476,0
INV20477,CUST2925,SRV001,13-02-2025,Paid,Sale,UPI,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,1,1.5,30,68.66,68.66,0.0,30,0.05,40,2.84,Main Store,CASH003,SUP158,12:16:13,Premium,In-Store,20477,0
INV20478,CUST4948,SRV001,30-10-2022,Paid,Return,Credit Card,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,1,2.25,45,127.25,127.25,0.0,45,0.05,80,0.0,Online,CASH004,SUP162,11:14:12,Premium,Phone,20478,0
INV20479,CUST8376,SRV002,15-05-2024,Paid,Sale,Net Banking,Chicken (1kg),No Service,Meat,No Service,2,60.0,500,560.0,560.0,0.0,250,0.12,0,0.0,Online,CASH008,SUP168,15:05:20,Premium,Online,20479,0
INV20480,CUST3093,SRV001,02-10-2022,Paid,Return,Net Banking,Bread (400g),Express Delivery,Bakery,Delivery Services,2,4.0,80,164.0,164.0,0.0,40,0.05,80,0.0,Online,CASH008,SUP107,07:18:14,Wholesale,In-Store,20480,0
INV20481,CUST9686,SRV001,20-06-2025,Pending,Sale,Cheque,Sugar (1kg),No Service,Pantry Staples,No Service,2,4.5,90,94.5,0.0,94.5,45,0.05,0,0.0,Branch B,CASH001,SUP105,15:52:10,Regular,Phone,20481,0
INV20482,CUST7394,SRV003,13-01-2025,Paid,Sale,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,1,3.5999999999999996,20,103.6,103.6,0.0,20,0.18,80,0.0,Online,CASH013,SUP108,12:41:15,Regular,Phone,20482,0
INV20483,CUST4263,SRV001,09-05-2025,Paid,Return,Credit Card,Bananas (1kg),No Service,Fruits,No Service,10,25.0,500,525.0,525.0,0.0,50,0.05,0,0.0,Branch B,CASH006,SUP156,22:34:07,Premium,Phone,20483,0
INV20484,CUST3992,SRV003,11-10-2023,Failed,Sale,Cheque,Onions (1kg),No Service,Fresh Vegetables,No Service,7,12.25,245,257.25,0.0,257.25,35,0.05,0,0.0,Online,CASH002,SUP164,22:11:32,Premium,Online,20484,0
INV20485,CUST7124,SRV001,15-08-2025,Paid,Sale,Cheque,Dishwash Soap (500ml),No Service,Household,No Service,6,86.39999999999999,480,566.4,566.4,0.0,80,0.18,0,0.0,Online,CASH015,SUP147,05:03:42,Premium,In-Store,20485,0
INV20486,CUST5730,SRV003,01-01-2025,Pending,Sale,UPI,Eggs (1 dozen),Express Delivery,Dairy,Delivery Services,6,21.0,420,459.0,0.0,459.0,70,0.05,80,62.0,Main Store,CASH015,SUP166,12:09:55,Wholesale,Phone,20486,0
INV20487,CUST7403,SRV001,18-04-2025,Paid,Sale,Debit Card,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,9,54.0,1080,1174.0,1174.0,0.0,120,0.05,40,0.0,Branch A,CASH013,SUP115,19:37:10,Premium,Online,20487,0
INV20488,CUST4157,SRV002,28-09-2023,Failed,Sale,Net Banking,Rice (5kg),Express Delivery,Grains & Cereals,Delivery Services,7,105.0,2100,2285.0,0.0,2285.0,300,0.05,80,0.0,Branch B,CASH001,SUP119,14:47:53,Regular,Online,20488,0
INV20489,CUST4899,SRV001,13-03-2023,Paid,Sale,Credit Card,Chicken (1kg),No Service,Meat,No Service,9,270.0,2250,2520.0,2520.0,0.0,250,0.12,0,0.0,Online,CASH014,SUP110,06:46:55,Regular,In-Store,20489,0
INV20490,CUST7813,SRV001,05-01-2025,Paid,Sale,Net Banking,Sugar (1kg),No Service,Pantry Staples,No Service,4,9.0,180,189.0,189.0,0.0,45,0.05,0,0.0,Branch A,CASH007,SUP108,04:03:47,Premium,In-Store,20490,0
INV20491,CUST1962,SRV002,10-07-2025,Pending,Sale,Debit Card,Chips (100g),Express Delivery,Snacks,Delivery Services,10,36.0,200,316.0,0.0,316.0,20,0.18,80,0.0,Online,CASH010,SUP142,07:23:24,Regular,Online,20491,0
INV20492,CUST3906,SRV001,07-05-2025,Paid,Sale,Net Banking,Chips (100g),Express Delivery,Snacks,Delivery Services,4,14.399999999999999,80,174.4,174.4,0.0,20,0.18,80,0.0,Online,CASH001,SUP105,09:08:24,Wholesale,Online,20492,0
INV20493,CUST1240,SRV001,02-10-2023,Failed,Sale,Cheque,Rice (5kg),Express Delivery,Grains & Cereals,Delivery Services,7,105.0,2100,2285.0,0.0,2285.0,300,0.05,80,0.0,Branch B,CASH014,SUP119,14:50:44,Premium,Phone,20493,0
INV20494,CUST4552,SRV002,28-07-2024,Pending,Sale,Cheque,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,9,18.0,360,458.0,0.0,458.0,40,0.05,80,0.0,Main Store,CASH011,SUP137,12:36:07,Regular,Phone,20494,0
INV20495,CUST4467,SRV003,09-05-2023,Paid,Sale,UPI,Bread (400g),Express Delivery,Bakery,Delivery Services,8,16.0,320,416.0,416.0,0.0,40,0.05,80,0.0,Branch A,CASH003,SUP113,09:22:17,Premium,Online,20495,0
INV20496,CUST4254,SRV003,04-04-2024,Pending,Sale,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,6,21.599999999999998,120,221.6,0.0,221.6,20,0.18,80,0.0,Online,CASH002,SUP104,11:58:04,Premium,Phone,20496,0
INV20497,CUST7238,SRV002,23-07-2023,Failed,Sale,UPI,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,4,10.0,200,250.0,0.0,250.0,50,0.05,40,0.0,Branch B,CASH011,SUP150,05:56:52,Regular,Phone,20497,0
INV20498,CUST9004,SRV003,18-05-2023,Paid,Sale,Debit Card,Rice (5kg),Standard Delivery,Grains & Cereals,Delivery Services,8,120.0,2400,2560.0,2560.0,0.0,300,0.05,40,0.0,Branch A,CASH011,SUP129,09:55:33,Premium,In-Store,20498,0
INV20499,CUST6415,SRV002,29-01-2024,Paid,Sale,Net Banking,Rice (5kg),No Service,Grains & Cereals,No Service,5,75.0,1500,1575.0,1575.0,0.0,300,0.05,0,0.0,Branch A,CASH001,SUP140,22:38:58,Premium,In-Store,20499,0
INV20500,CUST3240,SRV003,24-10-2023,Pending,Sale,Debit Card,Dishwash Soap (500ml),No Service,Household,No Service,1,14.399999999999999,80,94.4,0.0,94.4,80,0.18,0,0.0,Online,CASH008,SUP152,21:35:27,Wholesale,Online,20500,0
INV20501,CUST1688,SRV002,16-03-2025,Paid,Sale,Debit Card,Eggs (1 dozen),No Service,Dairy,No Service,9,31.5,630,661.5,661.5,0.0,70,0.05,0,0.0,Online,CASH006,SUP106,17:38:59,Regular,Online,20501,0
INV20502,CUST8802,SRV003,04-07-2025,Paid,Sale,Cheque,Chips (100g),Standard Delivery,Snacks,Delivery Services,8,28.799999999999997,160,218.18,218.18,0.0,20,0.18,40,10.62,Main Store,CASH015,SUP138,19:33:56,Regular,Online,20502,0
INV20503,CUST3034,SRV002,28-09-2023,Paid,Sale,Cheque,Chips (100g),No Service,Snacks,No Service,10,36.0,200,236.0,236.0,0.0,20,0.18,0,0.0,Main Store,CASH005,SUP122,02:41:25,Wholesale,Phone,20503,0
INV20504,CUST5637,SRV003,20-04-2024,Failed,Sale,Cheque,Eggs (1 dozen),Express Delivery,Dairy,Delivery Services,2,7.0,140,202.17000000000002,0.0,202.17000000000002,70,0.05,80,24.83,Main Store,CASH013,SUP135,15:16:36,Regular,Online,20504,0
INV20505,CUST6297,SRV002,02-11-2024,Paid,Sale,Cheque,Milk (1L),Express Delivery,Dairy,Delivery Services,4,12.0,240,332.0,332.0,0.0,60,0.05,80,0.0,Branch A,CASH002,SUP168,16:03:54,Regular,Online,20505,0
INV20506,CUST5972,SRV001,22-11-2022,Pending,Sale,Cheque,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,5,10.0,200,250.0,0.0,250.0,40,0.05,40,0.0,Main Store,CASH009,SUP167,18:34:19,Premium,In-Store,20506,0
INV20507,CUST5864,SRV001,12-02-2023,Paid,Sale,Cheque,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,9,15.75,315,370.75,370.75,0.0,35,0.05,40,0.0,Main Store,CASH011,SUP100,19:06:29,Premium,In-Store,20507,0
INV20508,CUST4718,SRV002,29-10-2023,Paid,Sale,Cheque,Chicken (1kg),Express Delivery,Meat,Delivery Services,4,120.0,1000,1200.0,1200.0,0.0,250,0.12,80,0.0,Main Store,CASH007,SUP143,01:27:04,Premium,Online,20508,0
INV20509,CUST7418,SRV003,24-12-2024,Failed,Sale,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,7,12.25,245,337.25,0.0,337.25,35,0.05,80,0.0,Branch B,CASH005,SUP166,19:30:10,Wholesale,Online,20509,0
INV20510,CUST4761,SRV001,31-12-2022,Paid,Sale,Net Banking,Bread (400g),Express Delivery,Bakery,Delivery Services,6,12.0,240,332.0,332.0,0.0,40,0.05,80,0.0,Branch A,CASH015,SUP146,01:25:09,Premium,In-Store,20510,0
INV20511,CUST4894,SRV003,11-11-2022,Paid,Sale,Net Banking,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,8,16.0,320,351.42,351.42,0.0,40,0.05,40,24.58,Branch B,CASH011,SUP150,00:17:42,Wholesale,In-Store,20511,0
INV20512,CUST8850,SRV002,13-08-2025,Failed,Sale,Net Banking,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,1,1.75,35,116.75,0.0,116.75,35,0.05,80,0.0,Branch B,CASH006,SUP148,12:59:09,Regular,Online,20512,0
INV20513,CUST6728,SRV002,02-03-2025,Paid,Sale,Cheque,Chicken (1kg),Standard Delivery,Meat,Delivery Services,4,120.0,1000,1160.0,1160.0,0.0,250,0.12,40,0.0,Main Store,CASH012,SUP149,18:24:01,Premium,Online,20513,0
INV20514,CUST5018,SRV002,23-09-2024,Paid,Return,UPI,Milk (1L),Express Delivery,Dairy,Delivery Services,7,21.0,420,521.0,521.0,0.0,60,0.05,80,0.0,Main Store,CASH006,SUP157,20:50:14,Wholesale,In-Store,20514,0
INV20515,CUST4988,SRV003,25-04-2023,Paid,Sale,Net Banking,Lentils (1kg),No Service,Grains & Cereals,No Service,4,72.0,400,472.0,472.0,0.0,100,0.18,0,0.0,Online,CASH012,SUP156,09:29:35,Premium,Online,20515,0
INV20516,CUST2525,SRV002,08-05-2025,Paid,Return,Net Banking,Potatoes (1kg),No Service,Fresh Vegetables,No Service,5,7.5,150,157.5,157.5,0.0,30,0.05,0,0.0,Branch B,CASH015,SUP135,10:08:14,Premium,In-Store,20516,0
INV20517,CUST4488,SRV002,18-08-2024,Paid,Sale,Cheque,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,8,115.19999999999999,640,678.58,678.58,0.0,80,0.18,40,116.62,Branch B,CASH003,SUP152,21:42:14,Premium,Online,20517,0
INV20518,CUST1198,SRV002,21-04-2023,Paid,Sale,Credit Card,Chicken (1kg),Express Delivery,Meat,Delivery Services,1,30.0,250,360.0,360.0,0.0,250,0.12,80,0.0,Branch A,CASH006,SUP158,19:34:48,Wholesale,Phone,20518,0
INV20519,CUST1917,SRV002,02-10-2022,Paid,Sale,Cheque,Milk (1L),Standard Delivery,Dairy,Delivery Services,1,3.0,60,103.0,103.0,0.0,60,0.05,40,0.0,Branch B,CASH014,SUP166,18:03:20,Wholesale,Phone,20519,0
INV20520,CUST9181,SRV003,12-05-2024,Paid,Sale,Cheque,Lentils (1kg),No Service,Grains & Cereals,No Service,3,54.0,300,354.0,354.0,0.0,100,0.18,0,0.0,Main Store,CASH010,SUP116,08:56:17,Regular,Online,20520,0
INV20521,CUST1223,SRV001,19-03-2024,Paid,Sale,Cheque,Detergent (1kg),No Service,Household,No Service,4,76.8,640,716.8,716.8,0.0,160,0.12,0,0.0,Online,CASH012,SUP104,21:10:27,Regular,Online,20521,0
INV20522,CUST5665,SRV003,14-10-2022,Paid,Sale,Net Banking,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,6,15.0,300,355.0,355.0,0.0,50,0.05,40,0.0,Main Store,CASH014,SUP162,13:20:27,Premium,In-Store,20522,0
INV20523,CUST9864,SRV002,04-12-2022,Paid,Sale,Cheque,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,3,54.0,300,434.0,434.0,0.0,100,0.18,80,0.0,Branch B,CASH005,SUP108,07:28:00,Regular,In-Store,20523,0
INV20524,CUST3218,SRV001,21-06-2023,Paid,Sale,Debit Card,Chips (100g),Standard Delivery,Snacks,Delivery Services,10,36.0,200,276.0,276.0,0.0,20,0.18,40,0.0,Online,CASH001,SUP170,13:51:04,Wholesale,Online,20524,0
INV20525,CUST9706,SRV002,15-05-2023,Paid,Sale,UPI,Bread (400g),Express Delivery,Bakery,Delivery Services,6,12.0,240,332.0,332.0,0.0,40,0.05,80,0.0,Main Store,CASH005,SUP131,20:02:35,Wholesale,Phone,20525,0
INV20526,CUST7479,SRV002,07-07-2023,Paid,Sale,UPI,Chicken (1kg),Express Delivery,Meat,Delivery Services,9,270.0,2250,2600.0,2600.0,0.0,250,0.12,80,0.0,Branch B,CASH007,SUP114,22:38:52,Regular,Online,20526,0
INV20527,CUST8518,SRV001,13-04-2025,Failed,Sale,Credit Card,Rice (5kg),No Service,Grains & Cereals,No Service,4,60.0,1200,1025.59,0.0,1025.59,300,0.05,0,234.41,Branch B,CASH003,SUP130,15:40:47,Wholesale,In-Store,20527,0
INV20528,CUST7143,SRV003,01-07-2025,Failed,Sale,UPI,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,6,86.39999999999999,480,606.4,0.0,606.4,80,0.18,40,0.0,Online,CASH003,SUP103,14:59:44,Premium,In-Store,20528,0
INV20529,CUST2719,SRV003,24-05-2025,Paid,Sale,UPI,Rice (5kg),Standard Delivery,Grains & Cereals,Delivery Services,7,105.0,2100,2245.0,2245.0,0.0,300,0.05,40,0.0,Main Store,CASH009,SUP142,18:13:52,Regular,Phone,20529,0
INV20530,CUST8813,SRV001,09-12-2022,Paid,Return,Debit Card,Detergent (1kg),Standard Delivery,Household,Delivery Services,9,172.79999999999998,1440,1652.8,1652.8,0.0,160,0.12,40,0.0,Branch A,CASH005,SUP169,15:27:58,Premium,Online,20530,0
INV20531,CUST2153,SRV002,12-08-2025,Paid,Sale,Net Banking,Bread (400g),Standard Delivery,Bakery,Delivery Services,3,6.0,120,166.0,166.0,0.0,40,0.05,40,0.0,Branch B,CASH012,SUP128,22:28:55,Premium,Phone,20531,0
INV20532,CUST7693,SRV001,06-02-2024,Paid,Sale,Cheque,Bananas (1kg),Express Delivery,Fruits,Delivery Services,4,10.0,200,290.0,290.0,0.0,50,0.05,80,0.0,Branch A,CASH004,SUP148,06:15:56,Regular,Phone,20532,0
INV20533,CUST3037,SRV002,11-09-2022,Paid,Sale,Cheque,Detergent (1kg),No Service,Household,No Service,9,172.79999999999998,1440,1612.8,1612.8,0.0,160,0.12,0,0.0,Online,CASH004,SUP129,11:21:18,Premium,Online,20533,0
INV20534,CUST7917,SRV002,24-12-2024,Paid,Sale,Credit Card,Eggs (1 dozen),Standard Delivery,Dairy,Delivery Services,5,17.5,350,407.5,407.5,0.0,70,0.05,40,0.0,Branch A,CASH001,SUP145,04:45:33,Regular,In-Store,20534,0
INV20535,CUST5179,SRV001,06-03-2025,Paid,Sale,UPI,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,7,14.0,280,334.0,334.0,0.0,40,0.05,40,0.0,Main Store,CASH001,SUP129,09:36:26,Wholesale,In-Store,20535,0
INV20536,CUST3484,SRV001,22-05-2025,Failed,Sale,UPI,Sugar (1kg),No Service,Pantry Staples,No Service,7,15.75,315,304.12,0.0,304.12,45,0.05,0,26.63,Main Store,CASH005,SUP103,21:39:40,Regular,Phone,20536,0
INV20537,CUST4721,SRV002,16-04-2025,Paid,Sale,UPI,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,2,3.0,60,103.0,103.0,0.0,30,0.05,40,0.0,Main Store,CASH001,SUP126,04:08:41,Regular,Online,20537,0
INV20538,CUST7698,SRV001,29-09-2022,Paid,Sale,Credit Card,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,10,20.0,400,420.0,420.0,0.0,40,0.05,0,0.0,Branch A,CASH001,SUP116,15:21:33,Regular,Online,20538,0
INV20539,CUST8971,SRV002,29-03-2024,Paid,Sale,Cheque,Eggs (1 dozen),No Service,Dairy,No Service,4,14.0,280,294.0,294.0,0.0,70,0.05,0,0.0,Branch A,CASH008,SUP162,02:10:57,Regular,Phone,20539,0
INV20540,CUST6887,SRV003,16-08-2025,Pending,Sale,Debit Card,Detergent (1kg),Standard Delivery,Household,Delivery Services,7,134.4,1120,1294.4,0.0,1294.4,160,0.12,40,0.0,Main Store,CASH011,SUP100,10:22:49,Regular,Phone,20540,0
INV20541,CUST3475,SRV001,11-03-2025,Pending,Sale,UPI,Rice (5kg),No Service,Grains & Cereals,No Service,1,15.0,300,315.0,0.0,315.0,300,0.05,0,0.0,Main Store,CASH005,SUP134,07:09:34,Premium,Online,20541,0
INV20542,CUST2117,SRV003,30-03-2023,Paid,Sale,Cheque,Bread (400g),Express Delivery,Bakery,Delivery Services,7,14.0,280,374.0,374.0,0.0,40,0.05,80,0.0,Main Store,CASH010,SUP116,19:13:39,Premium,Online,20542,0
INV20543,CUST3555,SRV003,21-06-2024,Paid,Return,Net Banking,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,9,22.5,450,512.5,512.5,0.0,50,0.05,40,0.0,Online,CASH005,SUP155,15:36:51,Regular,Phone,20543,0
INV20544,CUST1560,SRV002,26-01-2024,Paid,Sale,UPI,Chicken (1kg),Express Delivery,Meat,Delivery Services,8,240.0,2000,2320.0,2320.0,0.0,250,0.12,80,0.0,Online,CASH013,SUP136,00:03:06,Premium,In-Store,20544,0
INV20545,CUST7146,SRV003,22-07-2023,Paid,Sale,UPI,Chicken (1kg),Standard Delivery,Meat,Delivery Services,8,240.0,2000,2280.0,2280.0,0.0,250,0.12,40,0.0,Branch B,CASH015,SUP112,04:51:01,Regular,Phone,20545,0
INV20546,CUST5408,SRV003,13-07-2023,Pending,Sale,Credit Card,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,9,22.5,450,512.5,0.0,512.5,50,0.05,40,0.0,Online,CASH011,SUP146,20:17:35,Regular,In-Store,20546,0
INV20547,CUST5300,SRV003,10-04-2025,Paid,Sale,Net Banking,Potatoes (1kg),No Service,Fresh Vegetables,No Service,6,9.0,180,189.0,189.0,0.0,30,0.05,0,0.0,Branch A,CASH002,SUP119,20:43:24,Regular,Phone,20547,0
INV20548,CUST2260,SRV002,16-09-2023,Paid,Sale,Debit Card,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,3,43.199999999999996,240,323.2,323.2,0.0,80,0.18,40,0.0,Branch A,CASH015,SUP128,14:23:20,Wholesale,Online,20548,0
INV20549,CUST2960,SRV001,28-03-2023,Failed,Sale,Net Banking,Sugar (1kg),No Service,Pantry Staples,No Service,3,6.75,135,141.75,0.0,141.75,45,0.05,0,0.0,Online,CASH010,SUP117,03:28:39,Wholesale,Online,20549,0
INV20550,CUST1463,SRV001,23-12-2024,Paid,Sale,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,6,15.0,300,395.0,395.0,0.0,50,0.05,80,0.0,Main Store,CASH006,SUP132,19:32:03,Regular,In-Store,20550,0
INV20551,CUST5202,SRV003,23-02-2023,Paid,Return,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,10,192.0,1600,1832.0,1832.0,0.0,160,0.12,40,0.0,Online,CASH011,SUP148,02:16:06,Regular,Online,20551,0
INV20552,CUST2080,SRV002,10-05-2025,Paid,Sale,Debit Card,Milk (1L),Standard Delivery,Dairy,Delivery Services,4,12.0,240,292.0,292.0,0.0,60,0.05,40,0.0,Branch B,CASH001,SUP148,21:47:42,Premium,Online,20552,0
INV20553,CUST3601,SRV002,09-02-2025,Failed,Sale,Debit Card,Onions (1kg),No Service,Fresh Vegetables,No Service,10,17.5,350,367.5,0.0,367.5,35,0.05,0,0.0,Branch A,CASH002,SUP154,07:57:24,Regular,Phone,20553,0
INV20554,CUST8434,SRV003,04-06-2024,Paid,Sale,Credit Card,Chicken (1kg),No Service,Meat,No Service,3,90.0,750,840.0,840.0,0.0,250,0.12,0,0.0,Online,CASH012,SUP106,06:00:30,Wholesale,Phone,20554,0
INV20555,CUST8165,SRV001,03-08-2025,Paid,Return,Debit Card,Dishwash Soap (500ml),No Service,Household,No Service,10,144.0,800,944.0,944.0,0.0,80,0.18,0,0.0,Branch A,CASH010,SUP130,09:53:56,Regular,Online,20555,0
INV20556,CUST4136,SRV003,21-10-2022,Paid,Sale,UPI,Chicken (1kg),Express Delivery,Meat,Delivery Services,5,150.0,1250,1480.0,1480.0,0.0,250,0.12,80,0.0,Main Store,CASH009,SUP103,07:45:34,Wholesale,In-Store,20556,0
INV20557,CUST5573,SRV001,17-01-2023,Paid,Sale,Cheque,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,5,90.0,500,630.0,630.0,0.0,100,0.18,40,0.0,Branch B,CASH012,SUP151,12:25:54,Wholesale,Phone,20557,0
