Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type
INV12803,CUST9310,SRV001,2024-02-28,Failed,Anomaly,Return,Debit Card,Biscuits (200g),No Service,Snacks,,8,43.2,240.0,283.2,82.22131890385712,200.97868109614285,30.0,0.18,0,0,Branch B,CASH017,SUP185,04:18:06,Premium,Online,Payment Status Mismatch
INV12804,CUST2747,SRV003,2023-08-12,Failed,No Leakage,Return,Cash,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,7,378.0,2100.0,2558.0,0.0,2558.0,300.0,0.18,80,0,Branch A,CASH019,SUP184,18:17:49,New,Phone,
INV12805,CUST9521,SRV002,2023-06-13,Pending,No Leakage,Return,Cheque,Apples (1kg),Standard Delivery,Fruits,Delivery Services,5,72.0,600.0,712.0,0.0,712.0,120.0,0.12,40,0,Online,CASH016,SUP126,05:32:01,Wholesale,In-Store,
INV12808,CUST6727,SRV002,2024-03-09,Paid,Anomaly,Sale,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,2,108.0,600.0,748.0,610.1037926017418,137.89620739825818,300.0,0.18,40,0,Main Store,CASH013,SUP165,16:58:17,New,In-Store,Under Payment
INV12810,CUST1871,SRV003,2024-05-04,Pending,No Leakage,Return,Debit Card,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,11.25,225.0,316.25,0.0,316.25,45.0,0.05,80,0,Main Store,CASH011,SUP187,09:44:33,Premium,Phone,
INV12811,CUST2252,SRV001,2023-05-05,Failed,No Leakage,Sale,Debit Card,Chips (100g),No Service,Snacks,,10,36.0,200.0,236.0,0.0,236.0,20.0,0.18,0,0,Branch A,CASH006,SUP148,21:14:11,Premium,Online,
INV12815,CUST1405,SRV002,2024-11-10,Failed,No Leakage,Return,Cash,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,2,54.0,300.0,394.0,0.0,394.0,150.0,0.18,40,0,Branch B,CASH016,SUP165,06:40:12,New,In-Store,
INV12818,CUST4800,SRV001,2024-05-21,Paid,No Leakage,Sale,Net Banking,Biscuits (200g),No Service,Snacks,,5,7.5,150.0,157.5,157.5,0.0,30.0,0.05,0,0,Branch B,CASH016,SUP125,13:17:53,Wholesale,Phone,
INV12823,CUST2798,SRV002,2024-08-19,Pending,No Leakage,Return,UPI,Chips (100g),Standard Delivery,Snacks,Delivery Services,6,14.4,120.0,174.4,0.0,174.4,20.0,0.12,40,0,Branch B,CASH017,SUP103,06:42:48,Wholesale,Online,
INV12828,CUST6631,SRV001,2023-05-11,Paid,No Leakage,Return,Net Banking,Tea Powder (250g),No Service,Beverages,,3,43.2,360.0,403.2,403.2,0.0,120.0,0.12,0,0,Branch B,CASH002,SUP166,13:04:08,New,Online,
INV12832,CUST9868,SRV003,2023-07-09,Paid,No Leakage,Sale,Cash,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,8,28.8,160.0,268.8,268.8,0.0,20.0,0.18,80,0,Online,CASH002,SUP189,13:50:40,Premium,Phone,
INV12833,CUST6003,SRV002,2023-09-11,Paid,No Leakage,Return,Net Banking,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,1,7.199999999999999,60.0,107.2,107.2,0.0,60.0,0.12,40,0,Online,CASH013,SUP152,02:19:51,Regular,Phone,
INV12834,CUST9292,SRV002,2023-02-24,Paid,Anomaly,Return,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,5,270.0,1500.0,1810.0,2138.2430071385343,-328.24300713853427,300.0,0.18,40,0,Online,CASH001,SUP137,14:01:30,New,In-Store,Excess Payment
INV12842,CUST3735,SRV002,2024-09-14,Pending,No Leakage,Sale,UPI,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,1,30.0,250.0,320.0,0.0,320.0,250.0,0.12,40,0,Online,CASH017,SUP167,21:01:05,Wholesale,In-Store,
INV12843,CUST7643,SRV001,2023-06-03,Paid,Anomaly,Return,Cheque,Biscuits (200g),No Service,Snacks,,9,13.5,270.0,283.5,198.7834956831192,84.71650431688079,30.0,0.05,0,0,Branch A,CASH003,SUP117,07:18:41,New,In-Store,Under Payment
INV12844,CUST8583,SRV002,2024-11-05,Pending,No Leakage,Sale,Net Banking,Chips (100g),Standard Delivery,Snacks,Delivery Services,5,5.0,100.0,145.0,0.0,145.0,20.0,0.05,40,0,Branch A,CASH006,SUP171,09:27:37,Premium,In-Store,
INV12847,CUST6162,SRV003,2024-10-12,Paid,Anomaly,Sale,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,4,14.4,80.0,174.4,133.65543633509202,40.74456366490799,20.0,0.18,80,0,Branch A,CASH015,SUP174,05:42:41,New,In-Store,Under Payment
INV12849,CUST3363,SRV003,2024-03-29,Failed,Anomaly,Sale,Cheque,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,10,150.0,3000.0,3150.0,0.0,3150.0,300.0,0.05,80,0,Online,CASH019,SUP142,14:10:10,Premium,Phone,Missing Charges
INV12850,CUST8398,SRV002,2024-09-12,Pending,No Leakage,Sale,Credit Card,Chips (100g),Standard Delivery,Snacks,Delivery Services,6,6.0,120.0,166.0,0.0,166.0,20.0,0.05,40,0,Main Store,CASH019,SUP114,17:46:06,Wholesale,Online,
INV12854,CUST1300,SRV002,2024-04-02,Failed,Anomaly,Return,Debit Card,Apples (1kg),Standard Delivery,Fruits,Delivery Services,7,100.8,840.0,819.6424746723176,0.0,819.6424746723176,120.0,0.12,40,0,Online,CASH011,SUP121,01:02:41,Premium,Online,Unrecorded Discounts
INV12857,CUST3633,SRV003,2024-05-22,Failed,No Leakage,Return,UPI,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,7,56.7,315.0,451.7,0.0,451.7,45.0,0.18,80,0,Branch B,CASH019,SUP191,16:37:49,Premium,In-Store,
INV12858,CUST5839,SRV003,2023-12-06,Failed,No Leakage,Return,Credit Card,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,4,72.0,400.0,552.0,0.0,552.0,100.0,0.18,80,0,Branch B,CASH008,SUP192,16:24:04,Premium,Phone,
INV12861,CUST8199,SRV001,2023-06-14,Failed,Anomaly,Sale,UPI,Chicken (1kg),No Service,Meat & Fish,,4,152.8915410099911,849.3974500555062,1002.2889910654972,0.0,1002.2889910654972,250.0,0.18,0,0,Online,CASH013,SUP117,22:32:25,New,In-Store,Duplicate Entries
INV12863,CUST8809,SRV002,2023-05-12,Paid,Anomaly,Return,Credit Card,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,7,126.0,700.0,866.0,687.4576003703107,178.54239962968927,100.0,0.18,40,0,Branch A,CASH012,SUP139,02:56:48,New,Online,Under Payment
INV12864,CUST8544,SRV002,2024-08-07,Paid,No Leakage,Sale,Cash,Bread (500g),Standard Delivery,Bakery,Delivery Services,9,18.0,360.0,418.0,418.0,0.0,40.0,0.05,40,0,Online,CASH010,SUP100,05:07:54,New,Phone,
INV12865,CUST1473,SRV003,2024-05-26,Failed,Anomaly,Sale,Cheque,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,6,21.6,120.0,221.6,84.05370156921624,137.54629843078374,20.0,0.18,80,0,Branch A,CASH008,SUP108,04:49:12,New,Phone,Payment Status Mismatch
INV12868,CUST3064,SRV003,2024-11-18,Paid,Anomaly,Return,UPI,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,5,63.0,350.0,493.0,365.769097019056,127.23090298094404,70.0,0.18,80,0,Main Store,CASH013,SUP198,18:21:51,New,In-Store,Under Payment
INV12869,CUST6575,SRV002,2023-01-18,Paid,Anomaly,Return,Cheque,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,8,336.0,2800.0,3176.0,3767.527694735853,-591.5276947358525,350.0,0.12,40,0,Branch B,CASH019,SUP183,21:22:27,Wholesale,In-Store,Excess Payment
INV12871,CUST2339,SRV003,2023-03-05,Paid,Anomaly,Return,Net Banking,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,2,54.0,300.0,434.0,344.94454311252264,89.05545688747736,150.0,0.18,80,0,Branch B,CASH009,SUP143,18:34:50,Premium,Online,Under Payment
INV12878,CUST4826,SRV003,2024-09-25,Paid,No Leakage,Return,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,3,7.5,150.0,237.5,237.5,0.0,50.0,0.05,80,0,Main Store,CASH010,SUP185,14:11:42,Premium,Phone,
INV12891,CUST5286,SRV001,2024-05-29,Pending,No Leakage,Sale,UPI,Lentils (1kg),No Service,Grains & Cereals,,8,96.0,800.0,896.0,0.0,896.0,100.0,0.12,0,0,Main Store,CASH015,SUP135,05:14:18,Premium,Online,
INV12896,CUST1503,SRV001,2023-09-18,Failed,No Leakage,Sale,Cheque,Potatoes (1kg),No Service,Fresh Vegetables,,9,37.8,315.0,352.8,0.0,352.8,35.0,0.12,0,0,Main Store,CASH004,SUP142,17:01:01,New,In-Store,
INV12897,CUST8130,SRV001,2024-07-16,Paid,No Leakage,Sale,Debit Card,Salt (1kg),No Service,Pantry Staples,,6,14.4,120.0,134.4,134.4,0.0,20.0,0.12,0,0,Main Store,CASH006,SUP140,21:44:19,Premium,Online,
INV12900,CUST2528,SRV003,2023-01-25,Paid,Anomaly,Sale,Credit Card,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,11.25,225.0,316.25,364.3705846802786,-48.12058468027863,45.0,0.05,80,0,Main Store,CASH015,SUP103,03:15:53,Regular,Phone,Excess Payment
INV12904,CUST8669,SRV003,2023-01-31,Failed,Anomaly,Return,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,4,36.0,200.0,316.0,0.0,316.0,50.0,0.18,80,0,Branch A,CASH004,SUP200,17:03:51,Regular,Online,Duplicate Entries
INV12906,CUST4297,SRV001,2024-07-17,Failed,Anomaly,Return,Credit Card,Apples (1kg),No Service,Fruits,,7,100.8,840.0,940.8,402.1524247158832,538.6475752841168,120.0,0.12,0,0,Main Store,CASH019,SUP144,15:23:46,Regular,Phone,Payment Status Mismatch
INV12910,CUST2908,SRV001,2023-12-26,Paid,No Leakage,Return,Cheque,Soap (100g),No Service,Personal Care,,8,16.0,320.0,336.0,336.0,0.0,40.0,0.05,0,0,Branch B,CASH018,SUP126,10:51:07,Wholesale,Phone,
INV12912,CUST3562,SRV001,2023-10-28,Pending,No Leakage,Return,Cash,Biscuits (200g),No Service,Snacks,,5,18.0,150.0,168.0,0.0,168.0,30.0,0.12,0,0,Branch A,CASH018,SUP190,13:21:42,New,Online,
INV12914,CUST7653,SRV003,2023-03-21,Paid,Anomaly,Return,Debit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,1,18.0,150.0,248.0,277.547777813619,-29.547777813619007,150.0,0.12,80,0,Online,CASH010,SUP103,05:48:14,Premium,Online,Excess Payment
INV12919,CUST6466,SRV003,2024-12-20,Pending,Anomaly,Sale,Net Banking,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,10,120.0,1000.0,1200.0,0.0,1200.0,100.0,0.12,80,0,Online,CASH015,SUP196,12:24:00,New,Phone,Duplicate Entries
INV12921,CUST4495,SRV003,2024-10-18,Paid,No Leakage,Return,Debit Card,Chips (100g),Express Delivery,Snacks,Delivery Services,9,32.4,180.0,292.4,292.4,0.0,20.0,0.18,80,0,Online,CASH003,SUP149,11:57:48,Wholesale,In-Store,
INV12923,CUST2221,SRV002,2024-07-05,Failed,Anomaly,Return,Cash,Soap (100g),Standard Delivery,Personal Care,Delivery Services,1,7.199999999999999,40.0,87.2,0.0,87.2,40.0,0.18,40,0,Online,CASH019,SUP157,14:13:37,Wholesale,Phone,Duplicate Entries
INV12930,CUST8997,SRV001,2024-05-01,Failed,Anomaly,Sale,Credit Card,Chips (100g),No Service,Snacks,,4,4.0,80.0,84.0,0.0,84.0,20.0,0.05,0,0,Branch B,CASH012,SUP107,21:23:21,Premium,In-Store,Duplicate Entries
INV12930,CUST1827,SRV002,2023-12-21,Paid,Anomaly,Return,Net Banking,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,9,243.0,1350.0,1633.0,1926.82588083318,-293.82588083318,150.0,0.18,40,0,Branch A,CASH017,SUP133,21:27:03,Premium,Online,Duplicate Entries
INV12934,CUST1399,SRV003,2024-08-24,Failed,Anomaly,Sale,Net Banking,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,4,86.39999999999999,720.0,886.4,0.0,886.4,180.0,0.12,80,0,Branch B,CASH016,SUP180,20:55:00,Wholesale,Online,Duplicate Entries
INV12937,CUST9048,SRV001,2023-01-27,Paid,No Leakage,Sale,Debit Card,Cheese (200g),No Service,Dairy & Eggs,,4,72.0,600.0,672.0,672.0,0.0,150.0,0.12,0,0,Branch A,CASH002,SUP168,02:02:17,Wholesale,Phone,
INV12940,CUST6773,SRV002,2024-08-04,Failed,Anomaly,Return,Cash,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,7,189.0,1050.0,1279.0,588.303995344705,690.696004655295,150.0,0.18,40,0,Branch A,CASH009,SUP125,02:27:40,New,In-Store,Payment Status Mismatch
INV12943,CUST8021,SRV001,2023-01-11,Failed,No Leakage,Sale,UPI,Dishwash Soap (500ml),No Service,Household,,7,67.2,560.0,627.2,0.0,627.2,80.0,0.12,0,0,Branch A,CASH014,SUP162,05:14:58,Wholesale,Phone,
INV12945,CUST3795,SRV002,2024-02-21,Paid,Anomaly,Sale,Net Banking,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,8,504.0,2800.0,3344.0,3680.571136352912,-336.57113635291216,350.0,0.18,40,0,Online,CASH005,SUP156,06:56:41,Regular,Online,Excess Payment
INV12951,CUST6296,SRV001,2023-06-02,Pending,No Leakage,Return,UPI,Bread (500g),No Service,Bakery,,8,38.4,320.0,358.4,0.0,358.4,40.0,0.12,0,0,Branch B,CASH010,SUP138,01:35:30,New,In-Store,
INV12953,CUST4754,SRV002,2024-12-03,Paid,Anomaly,Sale,Credit Card,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,6,32.4,180.0,252.4,177.35414471052363,75.04585528947638,30.0,0.18,40,0,Branch A,CASH002,SUP128,15:02:36,Regular,Phone,Under Payment
INV12960,CUST2366,SRV002,2024-06-07,Paid,No Leakage,Sale,Cheque,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,5,37.5,750.0,827.5,827.5,0.0,150.0,0.05,40,0,Online,CASH006,SUP172,04:23:56,New,In-Store,
INV12965,CUST9417,SRV002,2023-12-01,Pending,No Leakage,Sale,Net Banking,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,3,64.8,360.0,464.8,0.0,464.8,120.0,0.18,40,0,Main Store,CASH014,SUP180,01:40:47,Regular,Online,
INV12966,CUST4765,SRV001,2023-07-28,Failed,No Leakage,Sale,UPI,Toothpaste (150g),No Service,Personal Care,,10,72.0,600.0,672.0,0.0,672.0,60.0,0.12,0,0,Branch A,CASH013,SUP165,09:01:51,New,In-Store,
INV12968,CUST2500,SRV001,2024-02-23,Failed,No Leakage,Sale,Debit Card,Apples (1kg),No Service,Fruits,,4,86.39999999999999,480.0,566.4,0.0,566.4,120.0,0.18,0,0,Online,CASH015,SUP155,16:06:34,Regular,In-Store,
INV12972,CUST2178,SRV003,2023-08-26,Paid,No Leakage,Sale,UPI,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,3,10.5,210.0,300.5,300.5,0.0,70.0,0.05,80,0,Main Store,CASH004,SUP199,16:16:42,Wholesale,Phone,
INV12973,CUST9108,SRV003,2024-01-12,Failed,No Leakage,Sale,Cheque,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,1,32.4,180.0,292.4,0.0,292.4,180.0,0.18,80,0,Online,CASH007,SUP193,11:01:45,Regular,In-Store,
INV12974,CUST9190,SRV002,2024-09-24,Pending,Anomaly,Return,Net Banking,Chips (100g),Standard Delivery,Snacks,Delivery Services,6,6.0,120.0,166.0,0.0,166.0,20.0,0.05,40,0,Online,CASH012,SUP182,16:20:34,New,Phone,Duplicate Entries
INV12979,CUST3395,SRV003,2024-10-04,Pending,No Leakage,Return,UPI,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,6,180.0,1500.0,1760.0,0.0,1760.0,250.0,0.12,80,0,Branch A,CASH007,SUP166,14:26:34,New,In-Store,
INV12980,CUST4081,SRV001,2023-08-27,Failed,No Leakage,Return,Net Banking,Toothpaste (150g),No Service,Personal Care,,6,43.2,360.0,403.2,0.0,403.2,60.0,0.12,0,0,Branch A,CASH011,SUP146,22:34:37,New,In-Store,
INV12983,CUST3873,SRV001,2023-01-11,Paid,Anomaly,Return,UPI,Potatoes (1kg),No Service,Fresh Vegetables,,9,56.7,315.0,371.7,371.7,0.0,35.0,0.18,0,0,Online,CASH018,SUP168,15:43:17,Regular,Phone,Duplicate Entries
INV12985,CUST8908,SRV001,2023-09-02,Failed,Anomaly,Return,Debit Card,Soap (100g),No Service,Personal Care,,9,18.0,360.0,378.0,0.0,378.0,40.0,0.05,0,0,Online,CASH013,SUP170,20:49:34,Wholesale,Online,Duplicate Entries
INV12990,CUST2364,SRV003,2024-11-06,Pending,No Leakage,Return,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,10,10.0,200.0,290.0,0.0,290.0,20.0,0.05,80,0,Branch A,CASH017,SUP169,11:24:41,Premium,In-Store,
INV12992,CUST5399,SRV002,2024-01-07,Paid,Anomaly,Sale,Cash,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,10,81.0,450.0,571.0,677.1510727882301,-106.15107278823008,45.0,0.18,40,0,Branch A,CASH019,SUP118,06:32:00,Wholesale,Online,Excess Payment
INV12994,CUST5075,SRV003,2023-01-18,Failed,No Leakage,Return,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,10,24.0,200.0,304.0,0.0,304.0,20.0,0.12,80,0,Main Store,CASH010,SUP191,19:00:55,Regular,Online,
INV12996,CUST1564,SRV003,2023-06-22,Pending,Anomaly,Return,Cash,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,2,14.4,120.0,134.4,0.0,134.4,60.0,0.12,80,0,Branch A,CASH005,SUP111,03:22:21,Wholesale,Phone,Missing Charges
INV12998,CUST6312,SRV001,2024-01-26,Failed,Anomaly,Return,Net Banking,Eggs (12 pack),No Service,Dairy & Eggs,,7,88.2,490.0,578.2,282.7101377852032,295.4898622147969,70.0,0.18,0,0,Branch A,CASH008,SUP119,00:03:33,New,Phone,Payment Status Mismatch
INV13000,CUST4006,SRV003,2023-11-20,Paid,Anomaly,Sale,Net Banking,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,7,294.0,2450.0,2824.0,2361.7113238884453,462.28867611155465,350.0,0.12,80,0,Branch B,CASH017,SUP166,07:37:10,New,Online,Duplicate Entries
INV13003,CUST6692,SRV003,2024-02-25,Failed,Anomaly,Return,Net Banking,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,10,90.0,500.0,535.8925997517806,0.0,535.8925997517806,50.0,0.18,80,0,Online,CASH012,SUP113,17:27:23,Premium,Online,Unrecorded Discounts
INV13004,CUST4399,SRV003,2024-06-30,Paid,Anomaly,Sale,Cheque,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,4,70.0,1400.0,1470.0,1470.0,0.0,350.0,0.05,80,0,Main Store,CASH004,SUP149,06:12:26,Regular,In-Store,Missing Charges
INV13005,CUST3406,SRV003,2023-03-13,Failed,No Leakage,Sale,Debit Card,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,7,67.2,560.0,707.2,0.0,707.2,80.0,0.12,80,0,Branch B,CASH012,SUP132,04:58:41,New,Phone,
INV13012,CUST6183,SRV001,2023-03-06,Failed,Anomaly,Return,Cash,Biscuits (200g),No Service,Snacks,,3,10.8,90.0,100.8,0.0,100.8,30.0,0.12,0,0,Branch B,CASH016,SUP104,13:48:49,Regular,In-Store,Duplicate Entries
INV13017,CUST1942,SRV002,2024-06-04,Failed,Anomaly,Return,Debit Card,Salt (1kg),Standard Delivery,Pantry Staples,Delivery Services,4,9.6,80.0,129.6,0.0,129.6,20.0,0.12,40,0,Main Store,CASH020,SUP162,17:55:14,Premium,In-Store,Duplicate Entries
INV13024,CUST5593,SRV002,2023-05-05,Pending,Anomaly,Return,Cheque,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,4,36.0,200.0,236.0,0.0,236.0,50.0,0.18,40,0,Main Store,CASH020,SUP154,22:27:34,New,In-Store,Missing Charges
INV13025,CUST2903,SRV002,2024-11-24,Pending,Anomaly,Sale,Credit Card,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,5,60.0,500.0,600.0,0.0,600.0,100.0,0.12,40,0,Main Store,CASH006,SUP148,12:48:26,Premium,In-Store,Duplicate Entries
INV13027,CUST9904,SRV003,2023-01-08,Paid,Anomaly,Sale,Cheque,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,7,63.0,350.0,493.0,549.2604127474572,-56.26041274745717,50.0,0.18,80,0,Main Store,CASH019,SUP123,02:21:44,Wholesale,In-Store,Excess Payment
INV13032,CUST1255,SRV001,2024-07-08,Paid,Anomaly,Return,Debit Card,Apples (1kg),No Service,Fruits,,1,6.0,120.0,126.0,148.32304023292144,-22.323040232921443,120.0,0.05,0,0,Branch B,CASH013,SUP110,02:56:18,Regular,Phone,Excess Payment
INV13033,CUST1462,SRV002,2024-03-04,Paid,Anomaly,Return,UPI,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,8,144.0,1200.0,1384.0,1579.6718638324116,-195.67186383241165,150.0,0.12,40,0,Branch A,CASH004,SUP119,03:23:44,New,Online,Excess Payment
INV13038,CUST4278,SRV002,2024-11-16,Paid,Anomaly,Sale,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,3,189.0,1050.0,1279.0,1485.6644648879242,-206.66446488792417,350.0,0.18,40,0,Branch A,CASH011,SUP110,01:47:09,New,In-Store,Excess Payment
INV13039,CUST2952,SRV002,2024-11-10,Paid,Anomaly,Sale,Credit Card,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,5,135.0,750.0,799.5720340769631,799.5720340769631,0.0,150.0,0.18,40,0,Branch B,CASH007,SUP183,09:13:36,New,Online,Unrecorded Discounts
INV13040,CUST5956,SRV002,2024-04-09,Pending,Anomaly,Return,Cheque,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,6,21.6,180.0,241.6,0.0,241.6,30.0,0.12,40,0,Branch B,CASH009,SUP196,21:20:12,Regular,Online,Duplicate Entries
INV13043,CUST6370,SRV002,2024-12-09,Pending,No Leakage,Sale,Cheque,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,7,14.0,280.0,334.0,0.0,334.0,40.0,0.05,40,0,Online,CASH017,SUP176,20:05:12,New,In-Store,
INV13047,CUST9632,SRV002,2023-07-26,Failed,No Leakage,Return,Cash,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,1,8.1,45.0,93.1,0.0,93.1,45.0,0.18,40,0,Branch A,CASH009,SUP160,23:13:50,Wholesale,Phone,
INV13048,CUST4763,SRV003,2023-10-17,Paid,Anomaly,Return,Credit Card,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,6,54.0,300.0,434.0,489.7780155741029,-55.77801557410294,50.0,0.18,80,0,Online,CASH010,SUP125,17:12:46,Regular,In-Store,Excess Payment
INV13049,CUST5512,SRV002,2023-11-26,Pending,No Leakage,Sale,Cash,Soap (100g),Standard Delivery,Personal Care,Delivery Services,7,33.6,280.0,353.6,0.0,353.6,40.0,0.12,40,0,Branch A,CASH019,SUP101,21:23:41,Premium,Phone,
INV13052,CUST6255,SRV003,2024-01-18,Pending,No Leakage,Return,Credit Card,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,10,175.0,3500.0,3755.0,0.0,3755.0,350.0,0.05,80,0,Online,CASH008,SUP141,07:53:26,New,Phone,
INV13053,CUST4336,SRV002,2023-04-14,Pending,No Leakage,Sale,Debit Card,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,9,108.0,900.0,1048.0,0.0,1048.0,100.0,0.12,40,0,Branch A,CASH002,SUP127,20:55:26,Premium,In-Store,
INV13056,CUST8044,SRV003,2023-08-16,Pending,Anomaly,Return,Net Banking,Rice (1kg),Express Delivery,Grains & Cereals,Delivery Services,6,64.8,360.0,424.8,0.0,424.8,60.0,0.18,80,0,Online,CASH002,SUP175,22:16:59,Premium,Phone,Missing Charges
INV13057,CUST6145,SRV002,2023-09-20,Paid,No Leakage,Return,Cheque,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,8,259.2,1440.0,1739.2,1739.2,0.0,180.0,0.18,40,0,Branch A,CASH008,SUP166,10:06:11,Regular,Phone,
INV13059,CUST6233,SRV003,2024-01-23,Failed,Anomaly,Return,Cheque,Oranges (1kg),Express Delivery,Fruits,Delivery Services,4,57.6,320.0,457.6,0.0,457.6,80.0,0.18,80,0,Main Store,CASH010,SUP124,03:46:17,New,Phone,Duplicate Entries
INV13064,CUST8666,SRV002,2023-10-08,Failed,Anomaly,Sale,Net Banking,Soap (100g),Standard Delivery,Personal Care,Delivery Services,5,36.0,200.0,236.0,0.0,236.0,40.0,0.18,40,0,Branch B,CASH018,SUP145,07:45:48,Wholesale,In-Store,Missing Charges
INV13065,CUST6676,SRV003,2023-01-08,Paid,Anomaly,Sale,Cheque,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,3,22.5,450.0,552.5,629.4253986211966,-76.92539862119656,150.0,0.05,80,0,Branch A,CASH017,SUP119,17:28:11,Regular,Phone,Excess Payment
INV13068,CUST6684,SRV003,2023-04-04,Pending,No Leakage,Return,Cash,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,2,90.0,500.0,670.0,0.0,670.0,250.0,0.18,80,0,Main Store,CASH012,SUP120,02:19:41,Premium,In-Store,
INV13071,CUST2311,SRV003,2024-09-08,Pending,Anomaly,Return,Credit Card,Bread (500g),Express Delivery,Bakery,Delivery Services,2,9.6,80.0,155.51484365188878,0.0,155.51484365188878,40.0,0.12,80,0,Online,CASH001,SUP137,06:00:11,New,In-Store,Unrecorded Discounts
INV13075,CUST4974,SRV003,2023-03-05,Pending,No Leakage,Sale,Debit Card,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,1,10.8,60.0,150.8,0.0,150.8,60.0,0.18,80,0,Branch A,CASH014,SUP115,17:25:30,New,Phone,
INV13079,CUST3754,SRV003,2024-02-07,Pending,Anomaly,Return,Debit Card,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,8,64.8,360.0,504.8,0.0,504.8,45.0,0.18,80,0,Main Store,CASH006,SUP120,10:44:45,Premium,In-Store,Duplicate Entries
INV13079,CUST3766,SRV003,2024-04-30,Failed,Anomaly,Sale,Debit Card,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,10,39.05993044409541,325.4994203674617,444.5593508115571,0.0,444.5593508115571,50.0,0.12,80,0,Branch B,CASH018,SUP131,14:47:59,Premium,Online,Duplicate Entries
INV13082,CUST6721,SRV003,2023-10-05,Failed,No Leakage,Return,UPI,Biscuits (200g),Express Delivery,Snacks,Delivery Services,7,37.8,210.0,327.8,0.0,327.8,30.0,0.18,80,0,Online,CASH003,SUP179,02:02:38,Premium,In-Store,
