Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type
INV10568,CUST2853,SRV004,2023-03-01,Pending,Anomaly,Return,UPI,Butter (100g),Consultation Service,Dairy & Eggs,Advisory Services,3,18.0,150.0,468.0,0.0,468.0,50.0,0.12,300,0,Online,CASH011,SUP169,03:59:12,Regular,Online,Duplicate Entries
INV10568,CUST1826,SRV006,2023-11-30,Paid,Anomaly,Sale,Credit Card,Tea Powder (250g),Bulk Order Service,Beverages,Special Orders,8,172.79999999999998,960.0,1282.8,1511.0319889642824,-228.23198896428244,120.0,0.18,150,0,Branch A,CASH015,SUP122,00:39:18,Wholesale,Phone,Duplicate Entries
INV10570,CUST2679,SRV004,2023-12-01,Pending,No Leakage,Sale,Cheque,Soap (100g),Consultation Service,Personal Care,Advisory Services,5,36.0,200.0,536.0,0.0,536.0,40.0,0.18,300,0,Branch A,CASH017,SUP193,04:34:59,Premium,In-Store,None
INV10571,CUST8806,SRV006,2023-01-03,Failed,No Leakage,Return,Debit Card,Biscuits (200g),Bulk Order Service,Snacks,Special Orders,4,14.399999999999999,120.0,284.4,0.0,284.4,30.0,0.12,150,0,Branch A,CASH013,SUP177,14:21:46,New,Online,None
INV10572,CUST8119,SRV006,2023-12-20,Failed,No Leakage,Sale,Cheque,Chicken (1kg),Bulk Order Service,Meat & Fish,Special Orders,6,180.0,1500.0,1830.0,0.0,1830.0,250.0,0.12,150,0,Main Store,CASH011,SUP113,09:51:15,Wholesale,In-Store,None
INV10573,CUST3638,SRV004,2023-11-28,Pending,No Leakage,Sale,Credit Card,Fish (1kg),Consultation Service,Meat & Fish,Advisory Services,6,90.0,1800.0,2190.0,0.0,2190.0,300.0,0.05,300,0,Online,CASH009,SUP101,00:52:19,Premium,Phone,None
INV10574,CUST7141,SRV005,2024-02-04,Paid,Anomaly,Sale,Debit Card,Apples (1kg),Installation Service,Fruits,Technical Services,9,194.4,1080.0,1774.4,1375.4265990324377,398.9734009675624,120.0,0.18,500,0,Main Store,CASH011,SUP123,03:40:13,Regular,Phone,Under Payment
INV10575,CUST2135,SRV005,2024-08-13,Failed,No Leakage,Sale,Credit Card,Coffee Powder (200g),Installation Service,Beverages,Technical Services,7,294.0,2450.0,3244.0,0.0,3244.0,350.0,0.12,500,0,Online,CASH001,SUP112,18:27:18,Regular,In-Store,None
INV10576,CUST4346,SRV007,2024-09-24,Pending,No Leakage,Sale,Net Banking,Lentils (1kg),Customization Service,Grains & Cereals,Special Orders,9,108.0,900.0,1208.0,0.0,1208.0,100.0,0.12,200,0,Online,CASH018,SUP121,14:57:35,Wholesale,Phone,None
INV10577,CUST6574,SRV003,2024-04-24,Paid,Anomaly,Return,Debit Card,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,8,341.79304608759094,1898.850256042172,2320.643302129763,2320.643302129763,0.0,237.3562820052715,0.18,80,0,Branch A,CASH009,SUP198,19:20:23,Premium,In-Store,Incorrect Rates
INV10578,CUST5587,SRV003,2024-01-27,Paid,Anomaly,Return,Cash,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,5,40.5,225.0,345.5,243.70754574868621,101.79245425131379,45.0,0.18,80,0,Online,CASH016,SUP132,23:34:52,Premium,In-Store,Under Payment
INV10579,CUST9203,SRV006,2023-07-04,Failed,No Leakage,Return,UPI,Rice (1kg),Bulk Order Service,Grains & Cereals,Special Orders,5,36.0,300.0,486.0,0.0,486.0,60.0,0.12,150,0,Main Store,CASH009,SUP152,03:56:16,New,Phone,None
INV10580,CUST4810,SRV001,2023-12-23,Failed,Anomaly,Return,Cheque,Chicken (1kg),No Service,Meat & Fish,None,4,180.0,1000.0,1180.0,446.4345895270195,733.5654104729805,250.0,0.18,0,0,Main Store,CASH001,SUP160,18:06:40,New,Phone,Payment Status Mismatch
INV10581,CUST4737,SRV004,2023-10-15,Failed,No Leakage,Return,Cash,Coffee Powder (200g),Consultation Service,Beverages,Advisory Services,6,378.0,2100.0,2778.0,0.0,2778.0,350.0,0.18,300,0,Online,CASH014,SUP183,10:06:53,Premium,Phone,None
INV10582,CUST6061,SRV001,2024-10-14,Pending,No Leakage,Sale,UPI,Cooking Oil (1L),No Service,Pantry Staples,None,4,30.0,600.0,630.0,0.0,630.0,150.0,0.05,0,0,Online,CASH002,SUP185,09:11:53,New,Phone,None
INV10583,CUST7815,SRV007,2023-08-17,Paid,Anomaly,Return,Net Banking,Cooking Oil (1L),Customization Service,Pantry Staples,Special Orders,2,15.0,300.0,515.0,406.51599291358764,108.48400708641236,150.0,0.05,200,0,Branch B,CASH015,SUP195,08:08:32,Premium,Phone,Under Payment
INV10584,CUST3095,SRV002,2023-08-14,Paid,No Leakage,Sale,Debit Card,Soap (100g),Standard Delivery,Personal Care,Delivery Services,10,48.0,400.0,488.0,488.0,0.0,40.0,0.12,40,0,Online,CASH019,SUP178,17:11:01,Regular,In-Store,None
INV10585,CUST5915,SRV002,2024-03-06,Paid,No Leakage,Sale,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,3,52.5,1050.0,1142.5,1142.5,0.0,350.0,0.05,40,0,Branch A,CASH010,SUP100,02:31:43,Regular,In-Store,None
INV10586,CUST8431,SRV001,2024-01-31,Failed,Anomaly,Sale,UPI,Tomatoes (1kg),No Service,Fresh Vegetables,None,2,7.199999999999999,60.0,67.2,16.284412468286927,50.91558753171307,30.0,0.12,0,0,Branch A,CASH010,SUP127,21:00:21,Regular,Online,Payment Status Mismatch
INV10587,CUST9808,SRV007,2023-07-09,Pending,Anomaly,Return,Cheque,Biscuits (200g),Customization Service,Snacks,Special Orders,5,7.5,150.0,357.5,0.0,357.5,30.0,0.05,200,0,Branch A,CASH017,SUP185,15:45:47,New,In-Store,Duplicate Entries
INV10587,CUST4943,SRV005,2024-09-12,Pending,Anomaly,Return,UPI,Soap (100g),Installation Service,Personal Care,Technical Services,9,18.0,360.0,878.0,0.0,878.0,40.0,0.05,500,0,Branch B,CASH004,SUP118,03:34:35,Regular,In-Store,Duplicate Entries
INV10589,CUST5035,SRV007,2023-05-22,Pending,Anomaly,Sale,Cheque,Salt (1kg),Customization Service,Pantry Staples,Special Orders,8,27.199999999999996,160.0,387.2,0.0,387.2,20.0,0.16999999999999998,200,0,Online,CASH010,SUP131,00:38:15,Premium,In-Store,Incorrect Rates
INV10590,CUST1282,SRV003,2023-12-06,Failed,No Leakage,Sale,Credit Card,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,1,2.4,20.0,102.4,0.0,102.4,20.0,0.12,80,0,Branch B,CASH014,SUP131,14:49:28,Wholesale,Online,None
INV10591,CUST9282,SRV003,2023-02-17,Pending,Anomaly,Return,Net Banking,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,10,200.94407097367056,1116.3559498537254,1397.3000208273959,0.0,1397.3000208273959,180.0,0.18,80,0,Online,CASH007,SUP189,15:56:39,Premium,In-Store,Usage Mismatch
INV10592,CUST3851,SRV005,2023-01-15,Pending,Anomaly,Return,Credit Card,Bananas (1kg),Installation Service,Fruits,Technical Services,3,14.987297105046686,83.26276169470381,598.2500587997505,0.0,598.2500587997505,50.0,0.18,500,0,Branch B,CASH020,SUP190,17:23:34,Premium,In-Store,Usage Mismatch
INV10593,CUST4741,SRV001,2023-10-17,Paid,Anomaly,Sale,UPI,Onions (1kg),No Service,Fresh Vegetables,None,8,57.599999999999994,320.0,377.6,377.6,0.0,40.0,0.18,0,0,Online,CASH004,SUP194,03:30:32,Regular,Online,Duplicate Entries
INV10593,CUST9042,SRV004,2024-03-18,Pending,Anomaly,Sale,Cheque,Oranges (1kg),Consultation Service,Fruits,Advisory Services,4,57.599999999999994,320.0,677.6,0.0,677.6,80.0,0.18,300,0,Online,CASH009,SUP184,16:11:49,Regular,In-Store,Duplicate Entries
INV10595,CUST9604,SRV001,2023-03-07,Failed,Anomaly,Return,UPI,Apples (1kg),No Service,Fruits,None,5,25.58695464866628,511.73909297332557,537.3260476219918,0.0,537.3260476219918,120.0,0.05,0,0,Branch A,CASH010,SUP143,17:28:42,Premium,In-Store,Usage Mismatch
INV10596,CUST7452,SRV004,2024-06-06,Failed,No Leakage,Sale,UPI,Potatoes (1kg),Consultation Service,Fresh Vegetables,Advisory Services,5,21.0,175.0,496.0,0.0,496.0,35.0,0.12,300,0,Branch A,CASH004,SUP126,10:52:18,New,Phone,None
INV10597,CUST7783,SRV001,2023-05-04,Failed,No Leakage,Return,Net Banking,Soap (100g),No Service,Personal Care,None,5,24.0,200.0,224.0,0.0,224.0,40.0,0.12,0,0,Main Store,CASH001,SUP116,13:01:07,Regular,Online,None
INV10598,CUST9486,SRV005,2023-08-08,Failed,No Leakage,Return,Debit Card,Shampoo (250ml),Installation Service,Personal Care,Technical Services,1,9.0,180.0,689.0,0.0,689.0,180.0,0.05,500,0,Branch A,CASH008,SUP129,01:33:51,Regular,In-Store,None
INV10599,CUST2126,SRV005,2023-02-01,Failed,No Leakage,Return,Net Banking,Potatoes (1kg),Installation Service,Fresh Vegetables,Technical Services,4,25.2,140.0,665.2,0.0,665.2,35.0,0.18,500,0,Branch A,CASH011,SUP185,11:07:37,Regular,In-Store,None
INV10600,CUST8193,SRV005,2023-11-17,Paid,Anomaly,Return,Debit Card,Apples (1kg),Installation Service,Fruits,Technical Services,5,72.0,600.0,1172.0,1375.3331141679437,-203.33311416794368,120.0,0.12,500,0,Branch A,CASH013,SUP136,22:06:42,Regular,Phone,Excess Payment
INV10601,CUST2850,SRV005,2024-04-14,Pending,No Leakage,Sale,Credit Card,Dishwash Soap (500ml),Installation Service,Household,Technical Services,2,19.2,160.0,679.2,0.0,679.2,80.0,0.12,500,0,Branch A,CASH017,SUP130,23:30:44,Premium,In-Store,None
INV10602,CUST5371,SRV002,2023-04-22,Paid,Anomaly,Return,Credit Card,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,3,43.199999999999996,360.0,443.2,320.15157441421013,123.04842558578986,120.0,0.12,40,0,Online,CASH010,SUP185,10:54:59,New,Phone,Under Payment
INV10603,CUST1333,SRV006,2023-03-21,Pending,No Leakage,Sale,Credit Card,Eggs (12 pack),Bulk Order Service,Dairy & Eggs,Special Orders,7,24.5,490.0,664.5,0.0,664.5,70.0,0.05,150,0,Branch A,CASH001,SUP166,17:41:07,New,In-Store,None
INV10604,CUST3939,SRV004,2024-02-27,Pending,Anomaly,Sale,Cash,Cooking Oil (1L),Consultation Service,Pantry Staples,Advisory Services,7,189.0,1050.0,1239.0,0.0,1239.0,150.0,0.18,300,0,Branch B,CASH015,SUP195,14:53:23,New,Online,Missing Charges
INV10605,CUST7993,SRV006,2023-07-15,Pending,Anomaly,Return,Debit Card,Sugar (1kg),Bulk Order Service,Pantry Staples,Special Orders,8,64.8,360.0,574.8,0.0,574.8,45.0,0.18,150,0,Branch B,CASH006,SUP159,23:13:25,Wholesale,In-Store,Duplicate Entries
INV10605,CUST6463,SRV006,2024-11-30,Paid,Anomaly,Return,Credit Card,Oranges (1kg),Bulk Order Service,Fruits,Special Orders,3,28.799999999999997,240.0,418.8,461.5397862607822,-42.73978626078218,80.0,0.12,150,0,Branch A,CASH005,SUP131,03:18:52,Premium,Phone,Duplicate Entries
INV10607,CUST6857,SRV003,2023-12-23,Failed,No Leakage,Return,Cheque,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,10,17.5,350.0,447.5,0.0,447.5,35.0,0.05,80,0,Branch B,CASH003,SUP136,09:22:21,New,In-Store,None
INV10608,CUST8730,SRV004,2024-08-07,Failed,No Leakage,Return,Cash,Wheat Flour (1kg),Consultation Service,Grains & Cereals,Advisory Services,10,22.5,450.0,772.5,0.0,772.5,45.0,0.05,300,0,Main Store,CASH001,SUP163,00:38:49,Premium,In-Store,None
INV10609,CUST7195,SRV003,2024-02-24,Failed,No Leakage,Sale,Credit Card,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,9,129.6,720.0,929.6,0.0,929.6,80.0,0.18,80,0,Online,CASH020,SUP166,11:40:45,Wholesale,Phone,None
INV10610,CUST5324,SRV005,2023-12-14,Paid,No Leakage,Sale,UPI,Dishwash Soap (500ml),Installation Service,Household,Technical Services,1,14.399999999999999,80.0,594.4,594.4,0.0,80.0,0.18,500,0,Branch B,CASH006,SUP166,00:34:07,Wholesale,In-Store,None
INV10611,CUST7146,SRV004,2024-08-14,Paid,No Leakage,Sale,Cheque,Salt (1kg),Consultation Service,Pantry Staples,Advisory Services,1,2.4,20.0,322.4,322.4,0.0,20.0,0.12,300,0,Main Store,CASH010,SUP135,00:10:51,Premium,In-Store,None
INV10612,CUST1566,SRV001,2024-12-15,Paid,Anomaly,Sale,Debit Card,Rice (1kg),No Service,Grains & Cereals,None,1,7.199999999999999,60.0,67.2,57.58639496197844,9.61360503802156,60.0,0.12,0,0,Main Store,CASH001,SUP160,22:35:32,Premium,In-Store,Under Payment
INV10613,CUST1070,SRV006,2023-02-04,Paid,No Leakage,Sale,UPI,Eggs (12 pack),Bulk Order Service,Dairy & Eggs,Special Orders,10,126.0,700.0,976.0,976.0,0.0,70.0,0.18,150,0,Main Store,CASH011,SUP184,04:39:03,Premium,In-Store,None
INV10614,CUST8529,SRV001,2024-08-31,Paid,Anomaly,Sale,Debit Card,Salt (1kg),No Service,Pantry Staples,None,2,4.8,40.0,44.8,44.8,0.0,20.0,0.12,0,0,Main Store,CASH007,SUP157,13:58:14,Regular,Online,Missing Charges
INV10615,CUST8917,SRV004,2023-07-11,Paid,No Leakage,Sale,Debit Card,Shampoo (250ml),Consultation Service,Personal Care,Advisory Services,7,226.79999999999998,1260.0,1786.8,1786.8,0.0,180.0,0.18,300,0,Branch B,CASH012,SUP179,07:24:05,Premium,Online,None
INV10616,CUST1423,SRV006,2023-08-24,Pending,No Leakage,Return,Net Banking,Cooking Oil (1L),Bulk Order Service,Pantry Staples,Special Orders,5,135.0,750.0,1035.0,0.0,1035.0,150.0,0.18,150,0,Branch A,CASH016,SUP101,13:12:58,Wholesale,Phone,None
INV10617,CUST3178,SRV005,2023-04-21,Failed,Anomaly,Sale,UPI,Wheat Flour (1kg),Installation Service,Grains & Cereals,Technical Services,4,9.0,180.0,689.0,73.75243866187897,615.247561338121,45.0,0.05,500,0,Branch B,CASH013,SUP191,15:53:06,Regular,In-Store,Payment Status Mismatch
INV10618,CUST5121,SRV004,2024-10-20,Paid,Anomaly,Return,UPI,Cheese (200g),Consultation Service,Dairy & Eggs,Advisory Services,5,47.17339861743797,943.4679723487593,1290.6413709661974,1290.6413709661974,0.0,188.69359446975187,0.05,300,0,Online,CASH016,SUP185,21:27:22,Wholesale,In-Store,Incorrect Rates
INV10619,CUST1622,SRV001,2024-07-26,Failed,Anomaly,Return,Debit Card,Rice (1kg),No Service,Grains & Cereals,None,4,12.0,240.0,252.0,51.47867085027199,200.52132914972802,60.0,0.05,0,0,Online,CASH005,SUP117,21:58:45,Wholesale,Online,Payment Status Mismatch
INV10620,CUST7005,SRV007,2023-03-16,Failed,No Leakage,Return,Cheque,Soap (100g),Customization Service,Personal Care,Special Orders,10,20.0,400.0,620.0,0.0,620.0,40.0,0.05,200,0,Branch B,CASH001,SUP189,09:57:48,Regular,In-Store,None
INV10621,CUST6728,SRV003,2023-10-04,Failed,Anomaly,Sale,Debit Card,Soap (100g),Express Delivery,Personal Care,Delivery Services,4,6.750920610475976,135.0184122095195,221.7693328199955,0.0,221.7693328199955,40.0,0.05,80,0,Branch B,CASH011,SUP103,10:52:14,New,Online,Usage Mismatch
INV10622,CUST4911,SRV004,2024-11-14,Paid,Anomaly,Sale,Cheque,Rice (1kg),Consultation Service,Grains & Cereals,Advisory Services,8,86.39999999999999,480.0,727.4946500992207,727.4946500992207,0.0,60.0,0.18,300,0,Main Store,CASH001,SUP122,04:04:21,Regular,In-Store,Unrecorded Discounts
INV10623,CUST8440,SRV006,2023-10-11,Paid,Anomaly,Return,Cheque,Lentils (1kg),Bulk Order Service,Grains & Cereals,Special Orders,10,180.0,1000.0,1330.0,978.7045158474451,351.2954841525549,100.0,0.18,150,0,Branch B,CASH001,SUP107,00:43:43,Wholesale,In-Store,Under Payment
INV10624,CUST4943,SRV005,2023-01-06,Paid,Anomaly,Return,Credit Card,Oranges (1kg),Installation Service,Fruits,Technical Services,10,110.3684655630241,919.7372130252008,1530.105678588225,1530.105678588225,0.0,91.97372130252009,0.12,500,0,Branch A,CASH004,SUP151,00:28:25,New,In-Store,Incorrect Rates
INV10625,CUST9719,SRV003,2023-12-19,Paid,Anomaly,Sale,Debit Card,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,6,90.0,1800.0,1679.339649832779,1679.339649832779,0.0,300.0,0.05,80,0,Main Store,CASH011,SUP173,09:04:04,Regular,Online,Unrecorded Discounts
INV10626,CUST2110,SRV002,2023-01-22,Paid,Anomaly,Return,Cash,Chips (100g),Standard Delivery,Snacks,Delivery Services,7,20.93563387466827,116.30907708149039,177.24471095615866,177.24471095615866,0.0,20.0,0.18,40,0,Branch B,CASH011,SUP142,07:49:59,New,Online,Usage Mismatch
INV10627,CUST4576,SRV004,2023-03-24,Pending,Anomaly,Return,Debit Card,Apples (1kg),Consultation Service,Fruits,Advisory Services,5,58.807615025054645,490.0634585421221,848.8710735671767,0.0,848.8710735671767,120.0,0.12,300,0,Main Store,CASH018,SUP165,08:18:44,Premium,Phone,Usage Mismatch
INV10628,CUST2123,SRV004,2024-04-18,Failed,No Leakage,Sale,Credit Card,Eggs (12 pack),Consultation Service,Dairy & Eggs,Advisory Services,9,31.5,630.0,961.5,0.0,961.5,70.0,0.05,300,0,Branch B,CASH004,SUP169,23:21:28,Regular,In-Store,None
INV10629,CUST4012,SRV003,2024-06-16,Pending,No Leakage,Sale,Net Banking,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,2,54.0,300.0,434.0,0.0,434.0,150.0,0.18,80,0,Branch B,CASH003,SUP117,22:34:03,Premium,In-Store,None
INV10630,CUST7538,SRV007,2024-10-22,Failed,No Leakage,Return,Debit Card,Cooking Oil (1L),Customization Service,Pantry Staples,Special Orders,7,52.5,1050.0,1302.5,0.0,1302.5,150.0,0.05,200,0,Branch A,CASH003,SUP180,16:17:46,Premium,Phone,None
INV10631,CUST4447,SRV006,2023-03-10,Pending,No Leakage,Return,Credit Card,Milk (1L),Bulk Order Service,Dairy & Eggs,Special Orders,3,9.0,180.0,339.0,0.0,339.0,60.0,0.05,150,0,Main Store,CASH008,SUP166,20:55:11,New,Phone,None
INV10632,CUST8026,SRV003,2023-07-06,Failed,No Leakage,Return,Net Banking,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,25.0,500.0,605.0,0.0,605.0,100.0,0.05,80,0,Branch B,CASH015,SUP132,09:32:14,Wholesale,Online,None
INV10633,CUST9620,SRV001,2023-06-12,Paid,No Leakage,Sale,Cash,Bananas (1kg),No Service,Fruits,None,3,7.5,150.0,157.5,157.5,0.0,50.0,0.05,0,0,Main Store,CASH004,SUP146,05:47:58,Wholesale,Phone,None
INV10634,CUST3215,SRV005,2024-03-16,Failed,Anomaly,Sale,Net Banking,Potatoes (1kg),Installation Service,Fresh Vegetables,Technical Services,7,66.06468807597824,367.02604486654576,933.090732942524,0.0,933.090732942524,52.43229212379225,0.18,500,0,Main Store,CASH009,SUP134,22:49:00,Regular,In-Store,Incorrect Rates
INV10635,CUST4505,SRV006,2024-02-03,Pending,No Leakage,Return,UPI,Cooking Oil (1L),Bulk Order Service,Pantry Staples,Special Orders,6,45.0,900.0,1095.0,0.0,1095.0,150.0,0.05,150,0,Branch B,CASH012,SUP158,09:04:05,Wholesale,Online,None
INV10636,CUST2469,SRV004,2023-06-09,Failed,No Leakage,Sale,Net Banking,Tomatoes (1kg),Consultation Service,Fresh Vegetables,Advisory Services,1,3.5999999999999996,30.0,333.6,0.0,333.6,30.0,0.12,300,0,Branch A,CASH016,SUP141,01:10:35,New,In-Store,None
INV10637,CUST6383,SRV003,2024-04-14,Paid,No Leakage,Sale,Debit Card,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,10,324.0,1800.0,2204.0,2204.0,0.0,180.0,0.18,80,0,Online,CASH016,SUP111,16:38:34,Wholesale,Phone,None
INV10638,CUST5695,SRV001,2024-04-05,Failed,Anomaly,Return,Credit Card,Rice (1kg),No Service,Grains & Cereals,None,8,24.0,480.0,504.0,138.86393328306625,365.1360667169338,60.0,0.05,0,0,Main Store,CASH017,SUP195,01:25:57,Regular,Phone,Payment Status Mismatch
INV10639,CUST5455,SRV002,2023-11-29,Paid,No Leakage,Sale,Cheque,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,7,122.5,2450.0,2612.5,2612.5,0.0,350.0,0.05,40,0,Branch A,CASH002,SUP136,03:00:54,New,Phone,None
INV10640,CUST9845,SRV001,2023-12-19,Pending,No Leakage,Sale,Debit Card,Biscuits (200g),No Service,Snacks,None,6,9.0,180.0,189.0,0.0,189.0,30.0,0.05,0,0,Branch B,CASH008,SUP140,21:11:19,Premium,In-Store,None
INV10641,CUST5272,SRV002,2023-07-07,Paid,Anomaly,Sale,Cash,Apples (1kg),Standard Delivery,Fruits,Delivery Services,9,54.0,1080.0,1174.0,844.6152953343419,329.3847046656581,120.0,0.05,40,0,Online,CASH004,SUP125,00:45:13,Premium,In-Store,Under Payment
INV10642,CUST4165,SRV004,2023-12-22,Failed,Anomaly,Return,Cheque,Tomatoes (1kg),Consultation Service,Fresh Vegetables,Advisory Services,3,4.5,90.0,394.5,0.0,394.5,30.0,0.05,300,0,Main Store,CASH002,SUP172,21:47:12,Wholesale,Online,Duplicate Entries
INV10642,CUST9281,SRV003,2023-10-21,Failed,Anomaly,Return,Debit Card,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,8,43.199999999999996,360.0,483.2,0.0,483.2,45.0,0.12,80,0,Online,CASH003,SUP118,04:17:52,Premium,Phone,Duplicate Entries
INV10642,CUST8722,SRV002,2024-04-25,Paid,Anomaly,Sale,UPI,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,2,10.799999999999999,60.0,110.8,110.8,0.0,30.0,0.18,40,0,Online,CASH002,SUP100,21:10:13,Premium,Online,Duplicate Entries
INV10645,CUST8651,SRV004,2024-03-13,Failed,No Leakage,Return,Cash,Sugar (1kg),Consultation Service,Pantry Staples,Advisory Services,1,8.1,45.0,353.1,0.0,353.1,45.0,0.18,300,0,Branch A,CASH019,SUP108,09:11:12,Regular,Online,None
INV10646,CUST4843,SRV005,2023-08-12,Failed,No Leakage,Return,Net Banking,Soap (100g),Installation Service,Personal Care,Technical Services,6,28.799999999999997,240.0,768.8,0.0,768.8,40.0,0.12,500,0,Online,CASH006,SUP116,21:21:04,Premium,In-Store,None
INV10647,CUST9584,SRV007,2024-07-23,Pending,No Leakage,Sale,UPI,Apples (1kg),Customization Service,Fruits,Special Orders,10,60.0,1200.0,1460.0,0.0,1460.0,120.0,0.05,200,0,Branch A,CASH011,SUP140,15:42:04,Wholesale,In-Store,None
INV10648,CUST3138,SRV001,2023-03-30,Pending,Anomaly,Return,Debit Card,Milk (1L),No Service,Dairy & Eggs,None,8,57.599999999999994,480.0,537.6,0.0,537.6,60.0,0.12,0,0,Branch B,CASH004,SUP123,13:17:07,Wholesale,Phone,Duplicate Entries
INV10648,CUST5987,SRV006,2024-12-13,Failed,Anomaly,Return,Cash,Detergent (1kg),Bulk Order Service,Household,Special Orders,8,69.14056461110455,1382.811292222091,1601.9518568331955,0.0,1601.9518568331955,200.0,0.05,150,0,Branch B,CASH018,SUP113,17:33:06,Regular,Online,Usage Mismatch
INV10650,CUST3177,SRV007,2024-04-20,Paid,No Leakage,Sale,Cheque,Biscuits (200g),Customization Service,Snacks,Special Orders,8,12.0,240.0,452.0,452.0,0.0,30.0,0.05,200,0,Main Store,CASH012,SUP115,22:30:54,Regular,Online,None
INV10651,CUST2418,SRV005,2024-01-04,Failed,No Leakage,Sale,Credit Card,Toothpaste (150g),Installation Service,Personal Care,Technical Services,3,9.0,180.0,689.0,0.0,689.0,60.0,0.05,500,0,Branch B,CASH019,SUP162,19:30:13,Regular,In-Store,None
INV10652,CUST4891,SRV007,2024-02-03,Paid,No Leakage,Return,Cheque,Bananas (1kg),Customization Service,Fruits,Special Orders,2,12.0,100.0,312.0,312.0,0.0,50.0,0.12,200,0,Online,CASH013,SUP190,10:20:44,Wholesale,Phone,None
INV10653,CUST3839,SRV002,2024-01-11,Paid,Anomaly,Sale,UPI,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,8,144.0,800.0,984.0,861.1209302555797,122.87906974442035,100.0,0.18,40,0,Online,CASH003,SUP195,21:57:49,Premium,Phone,Under Payment
INV10654,CUST7615,SRV006,2024-08-12,Paid,Anomaly,Sale,Net Banking,Coffee Powder (200g),Bulk Order Service,Beverages,Special Orders,4,168.0,1400.0,1568.0,1568.0,0.0,350.0,0.12,150,0,Branch A,CASH016,SUP131,10:17:15,Premium,Online,Missing Charges
INV10655,CUST3775,SRV004,2024-11-17,Failed,Anomaly,Return,Credit Card,Rice (1kg),Consultation Service,Grains & Cereals,Advisory Services,7,50.4,420.0,770.4,0.0,770.4,60.0,0.12,300,0,Main Store,CASH010,SUP198,19:17:22,Premium,Online,Duplicate Entries
INV10655,CUST2302,SRV001,2023-07-29,Pending,Anomaly,Return,Cheque,Bread (500g),No Service,Bakery,None,5,36.0,200.0,215.91849515963258,0.0,215.91849515963258,40.0,0.18,0,0,Branch B,CASH015,SUP138,21:00:39,New,Online,Duplicate Entries
INV10657,CUST7489,SRV007,2024-07-27,Paid,No Leakage,Return,Debit Card,Onions (1kg),Customization Service,Fresh Vegetables,Special Orders,8,38.4,320.0,558.4,558.4,0.0,40.0,0.12,200,0,Online,CASH007,SUP107,20:47:27,Wholesale,In-Store,None
INV10658,CUST2488,SRV003,2023-03-14,Paid,No Leakage,Sale,Cash,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,8,336.0,2800.0,3216.0,3216.0,0.0,350.0,0.12,80,0,Online,CASH013,SUP198,13:47:56,Regular,Phone,None
INV10659,CUST2866,SRV004,2023-01-15,Failed,No Leakage,Return,Credit Card,Onions (1kg),Consultation Service,Fresh Vegetables,Advisory Services,2,4.0,80.0,384.0,0.0,384.0,40.0,0.05,300,0,Main Store,CASH015,SUP178,18:43:47,New,In-Store,None
INV10660,CUST4715,SRV007,2024-09-26,Pending,No Leakage,Sale,Cheque,Sugar (1kg),Customization Service,Pantry Staples,Special Orders,6,13.5,270.0,483.5,0.0,483.5,45.0,0.05,200,0,Online,CASH019,SUP176,20:25:15,New,Online,None
INV10661,CUST9834,SRV006,2023-03-26,Pending,No Leakage,Return,UPI,Cooking Oil (1L),Bulk Order Service,Pantry Staples,Special Orders,10,75.0,1500.0,1725.0,0.0,1725.0,150.0,0.05,150,0,Main Store,CASH005,SUP134,08:50:58,Wholesale,Phone,None
INV10662,CUST6000,SRV004,2024-08-31,Failed,No Leakage,Sale,Cash,Lentils (1kg),Consultation Service,Grains & Cereals,Advisory Services,8,40.0,800.0,1140.0,0.0,1140.0,100.0,0.05,300,0,Branch B,CASH003,SUP178,18:00:57,Premium,In-Store,None
INV10663,CUST4817,SRV007,2024-10-09,Pending,Anomaly,Sale,Debit Card,Butter (100g),Customization Service,Dairy & Eggs,Special Orders,4,36.0,200.0,236.0,0.0,236.0,50.0,0.18,200,0,Main Store,CASH003,SUP152,23:12:30,New,In-Store,Missing Charges
