Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle
INV106915,CUST001017,SVC7706,AGT001,16-12-2024,Paid,Renewal,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1557.14,-378.32,15-12-2024,15-01-2025,Circle-South,25,5.31,31
INV100532,CUST005982,SVC8311,AGT074,24-01-2024,Pending,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,23-01-2024,23-02-2024,Metro-B,100,29.27,31
INV106000,CUST003724,SVC9228,AGT068,25-05-2025,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,20-05-2025,20-06-2025,Circle-West,150,44.02,31
INV102167,CUST001483,SVC8812,AGT054,08-10-2024,Pending,Recharge,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,03-10-2024,02-11-2024,Rural-Zone,200,27.96,30
INV101886,CUST007675,SVC6019,AGT131,22-09-2024,Pending,New Connection,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,21-09-2024,22-10-2024,Circle-North,75,65.93,31
INV106000,CUST005697,SVC2984,AGT121,27-01-2025,Paid,Bill Payment,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,24-01-2025,21-02-2025,Rural-Zone,5,4.63,28
INV106193,CUST000955,SVC9773,AGT096,22-07-2025,Paid,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,16640.86,16640.86,0.0,21-07-2025,18-08-2025,Circle-West,750,290.46,28
INV102692,CUST006216,SVC4520,AGT135,16-05-2025,Paid,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,15-05-2025,12-06-2025,Circle-West,40,1.0,28
INV106030,CUST005203,SVC2452,AGT139,11-01-2024,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,4873.33,4873.33,0.0,08-01-2024,07-02-2024,Metro-B,500,65.74,30
INV100303,CUST002573,SVC7660,AGT031,03-12-2023,Paid,Bill Payment,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,02-12-2023,01-01-2024,Rural-Zone,200,85.42,30
INV100786,CUST001051,SVC2065,AGT033,04-03-2025,Paid,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,02-03-2025,02-04-2025,Rural-Zone,15,0.93,31
INV103359,CUST006694,SVC7026,AGT029,03-10-2023,Paid,Plan Change,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,01-10-2023,29-10-2023,Metro-A,10,8.95,28
INV100109,CUST006661,SVC4817,AGT085,14-10-2023,Paid,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,09-10-2023,08-11-2023,Circle-East,500,278.53,30
INV100035,CUST003373,SVC5065,AGT069,20-04-2025,Pending,Plan Change,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,18-04-2025,18-05-2025,Circle-West,150,111.49,30
INV109155,CUST001888,SVC4746,AGT141,31-12-2024,Paid,Renewal,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,27-12-2024,26-01-2025,Circle-South,150,191.57,30
INV105736,CUST004462,SVC9066,AGT133,29-01-2025,Paid,Recharge,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,24-01-2025,21-02-2025,Metro-A,500,433.19,28
INV105772,CUST005332,SVC3534,AGT092,25-10-2024,Pending,Renewal,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,24-10-2024,23-11-2024,Circle-North,100,55.24,30
INV104094,CUST000302,SVC2857,AGT027,28-03-2025,Paid,Plan Change,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,27-03-2025,24-04-2025,Metro-B,5,3.09,28
INV106233,CUST003850,SVC1206,AGT028,30-09-2024,Paid,Renewal,UPI,Business Pro,Postpaid,2999,539.82,3538.82,5133.15,5133.15,0.0,26-09-2024,27-10-2024,Circle-East,100,48.68,31
INV105145,CUST002724,SVC1044,AGT025,18-07-2024,Paid,Bill Payment,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,14-07-2024,14-08-2024,Circle-South,75,6.86,31
INV103958,CUST007475,SVC8821,AGT020,14-03-2025,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,13-03-2025,13-04-2025,Circle-East,750,0.72,31
INV104698,CUST006007,SVC1600,AGT028,23-11-2024,Paid,Plan Change,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,22-11-2024,23-12-2024,Rural-Zone,150,104.27,31
INV105311,CUST007662,SVC9733,AGT095,22-07-2025,Pending,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,18-07-2025,15-08-2025,Circle-West,750,576.62,28
INV107403,CUST003040,SVC1284,AGT083,11-05-2024,Partial,Recharge,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,13461.95,1876.87,08-05-2024,08-06-2024,Circle-East,1000,434.57,31
INV106000,CUST007819,SVC2691,AGT050,30-12-2023,Paid,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,29-12-2023,26-01-2024,Circle-North,500,307.2,28
INV101673,CUST001453,SVC8481,AGT099,30-07-2025,Paid,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,29-07-2025,26-08-2025,Metro-A,200,147.5,28
INV100681,CUST004699,SVC7586,AGT058,03-12-2023,Pending,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,30-11-2023,30-12-2023,Metro-A,75,3.39,30
INV106000,CUST005218,SVC3266,AGT107,02-07-2024,Paid,Bill Payment,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,30-06-2024,28-07-2024,Circle-East,75,1.49,28
INV104234,CUST000446,SVC3175,AGT093,29-03-2024,Paid,Plan Change,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,25-03-2024,25-04-2024,Circle-South,25,9.16,31
INV102586,CUST005264,SVC1272,AGT037,28-02-2025,Paid,Bill Payment,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,24-02-2025,27-03-2025,Metro-A,25,14.88,31
INV107067,CUST001114,SVC3912,AGT130,29-05-2025,Paid,Recharge,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,2619.38,-850.56,28-05-2025,25-06-2025,Metro-A,30,14.91,28
INV106577,CUST001640,SVC3378,AGT038,03-06-2025,Paid,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,3962.15,3962.15,0.0,29-05-2025,28-06-2025,Circle-West,200,125.57,30
INV105591,CUST003528,SVC5556,AGT006,04-07-2024,Paid,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,01-07-2024,31-07-2024,Metro-A,25,15.57,30
INV107652,CUST000445,SVC8957,AGT065,26-03-2025,Partial,Plan Change,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,2228.61,2490.21,25-03-2025,25-04-2025,Circle-North,150,93.6,31
INV102715,CUST004675,SVC2289,AGT018,25-11-2024,Pending,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,22-11-2024,22-12-2024,Metro-B,50,1.37,30
INV101020,CUST000386,SVC7444,AGT077,10-11-2024,Pending,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,05-11-2024,05-12-2024,Rural-Zone,10,4.69,30
INV104022,CUST003105,SVC1225,AGT134,25-09-2023,Paid,New Connection,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,22-09-2023,23-10-2023,Rural-Zone,150,16.66,31
INV107875,CUST001392,SVC3669,AGT150,27-04-2025,Partial,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,2183.4,3715.42,24-04-2025,25-05-2025,Circle-North,200,119.14,31
INV100686,CUST007047,SVC2055,AGT053,25-09-2023,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,22-09-2023,22-10-2023,Rural-Zone,100,38.97,30
INV100905,CUST001399,SVC6210,AGT100,14-04-2024,Paid,Plan Change,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,11-04-2024,12-05-2024,Rural-Zone,1000,851.74,31
INV100057,CUST000938,SVC4571,AGT120,28-05-2025,Paid,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,26-05-2025,25-06-2025,Circle-North,75,33.74,30
INV106000,CUST001868,SVC8866,AGT014,19-04-2025,Paid,Plan Change,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,18-04-2025,18-05-2025,Circle-South,150,92.54,30
INV108356,CUST001828,SVC2938,AGT082,29-05-2025,Paid,Plan Change,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,26-05-2025,25-06-2025,Metro-B,150,45.13,30
INV102553,CUST002989,SVC8118,AGT090,07-11-2023,Pending,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,02-11-2023,02-12-2023,Rural-Zone,750,77.19,30
INV103456,CUST007068,SVC2902,AGT027,13-08-2025,Paid,Renewal,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,11-08-2025,10-09-2025,Circle-East,40,30.95,30
INV104981,CUST005978,SVC7775,AGT072,25-04-2024,Pending,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,24-04-2024,22-05-2024,Metro-A,750,330.57,28
INV105336,CUST006806,SVC6059,AGT131,14-09-2024,Pending,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,12-09-2024,12-10-2024,Metro-B,500,326.3,30
INV102193,CUST003284,SVC3098,AGT109,06-12-2024,Pending,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,02-12-2024,01-01-2025,Circle-North,100,22.05,30
INV103573,CUST002984,SVC7379,AGT124,18-01-2024,Pending,Plan Change,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,15-01-2024,14-02-2024,Metro-B,150,16.79,30
INV107895,CUST007390,SVC6247,AGT144,25-10-2023,Partial,Bill Payment,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,8929.91,2868.91,20-10-2023,20-11-2023,Circle-West,750,381.03,31
INV104938,CUST003320,SVC3893,AGT129,28-03-2024,Pending,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,24-03-2024,23-04-2024,Metro-A,1000,186.34,30
INV106808,CUST007504,SVC9633,AGT123,18-11-2023,Paid,Bill Payment,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,4874.7,-1335.88,14-11-2023,12-12-2023,Circle-South,100,29.13,28
INV106000,CUST000004,SVC1792,AGT076,11-04-2024,Paid,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,07-04-2024,08-05-2024,Circle-North,15,12.37,31
INV105514,CUST007415,SVC5856,AGT138,14-01-2025,Pending,Recharge,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,10-01-2025,10-02-2025,Rural-Zone,750,324.87,31
INV106000,CUST000136,SVC9757,AGT053,15-03-2025,Paid,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,11-03-2025,10-04-2025,Metro-B,50,7.7,30
INV104207,CUST006935,SVC7985,AGT104,10-09-2024,Pending,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,05-09-2024,05-10-2024,Circle-West,5,1.59,30
INV101215,CUST007574,SVC8363,AGT041,24-10-2023,Pending,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,20-10-2023,17-11-2023,Circle-North,15,4.08,28
INV101828,CUST002237,SVC9940,AGT112,19-05-2025,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,15-05-2025,14-06-2025,Circle-South,30,11.56,30
INV102834,CUST002165,SVC7884,AGT116,31-01-2024,Paid,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,30-01-2024,29-02-2024,Circle-South,750,160.88,30
INV102002,CUST005058,SVC7750,AGT109,22-07-2025,Pending,Bill Payment,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,19-07-2025,16-08-2025,Metro-A,200,27.12,28
INV105800,CUST006116,SVC3243,AGT060,10-07-2024,Pending,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,08-07-2024,08-08-2024,Circle-North,30,6.72,31
INV107556,CUST007394,SVC9881,AGT095,09-12-2024,Partial,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,2819.74,719.08,04-12-2024,04-01-2025,Metro-B,100,13.35,31
INV107727,CUST006319,SVC7332,AGT043,14-02-2025,Partial,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,1705.74,1833.08,13-02-2025,13-03-2025,Circle-West,100,36.18,28
INV106303,CUST002615,SVC4264,AGT122,25-02-2025,Paid,Recharge,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,859.15,859.15,0.0,22-02-2025,25-03-2025,Circle-North,40,6.97,31
INV107286,CUST007747,SVC8309,AGT014,14-09-2024,Paid,Bill Payment,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,21070.34,-5731.52,12-09-2024,10-10-2024,Metro-A,1000,319.81,28
INV106000,CUST000016,SVC5289,AGT111,03-08-2024,Paid,Bill Payment,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,29-07-2024,26-08-2024,Circle-East,15,2.24,28
INV105712,CUST005791,SVC6127,AGT005,05-05-2025,Paid,Plan Change,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,01-05-2025,01-06-2025,Circle-West,5,3.7,31
INV106000,CUST007908,SVC7023,AGT038,26-03-2024,Paid,Bill Payment,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,24-03-2024,24-04-2024,Circle-South,750,16.47,31
INV106209,CUST001551,SVC3441,AGT071,25-04-2025,Paid,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1501.35,1501.35,0.0,22-04-2025,20-05-2025,Rural-Zone,30,24.16,28
INV107417,CUST002225,SVC6731,AGT038,17-10-2024,Partial,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1654.91,703.91,16-10-2024,15-11-2024,Metro-A,50,2.36,30
INV108727,CUST003652,SVC4025,AGT132,23-12-2023,Paid,Plan Change,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,22-12-2023,21-01-2024,Metro-B,75,53.69,30
INV108340,CUST004357,SVC3056,AGT027,07-12-2024,Paid,New Connection,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,06-12-2024,03-01-2025,Circle-South,50,37.32,28
INV104863,CUST005658,SVC3083,AGT067,28-05-2025,Pending,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,23-05-2025,23-06-2025,Circle-North,500,181.4,31
INV108690,CUST003994,SVC8124,AGT135,21-12-2023,Paid,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,17-12-2023,17-01-2024,Circle-South,1000,692.99,31
INV103751,CUST007376,SVC1531,AGT127,17-11-2024,Paid,Plan Change,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,14-11-2024,15-12-2024,Circle-West,50,21.92,31
INV101756,CUST007833,SVC5561,AGT078,18-02-2025,Paid,Recharge,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,17-02-2025,17-03-2025,Circle-North,150,51.35,28
INV106000,CUST006693,SVC1786,AGT087,06-09-2023,Paid,New Connection,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,03-09-2023,04-10-2023,Circle-North,1000,131.05,31
INV105002,CUST003184,SVC5125,AGT008,15-07-2025,Paid,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,10-07-2025,07-08-2025,Rural-Zone,100,77.96,28
INV105255,CUST003123,SVC8029,AGT069,08-05-2025,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,07-05-2025,07-06-2025,Circle-North,100,17.2,31
INV102914,CUST002494,SVC6805,AGT111,21-07-2025,Paid,New Connection,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,17-07-2025,14-08-2025,Circle-West,75,5.99,28
INV102199,CUST002084,SVC6264,AGT139,19-08-2025,Paid,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,14-08-2025,14-09-2025,Metro-B,50,33.64,31
INV103626,CUST002619,SVC8903,AGT028,11-02-2024,Pending,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,10-02-2024,12-03-2024,Metro-B,150,131.35,31
INV105288,CUST006931,SVC9406,AGT086,13-09-2023,Paid,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,10-09-2023,08-10-2023,Circle-East,10,1.54,28
INV108391,CUST006263,SVC7513,AGT141,31-12-2024,Paid,Bill Payment,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,26-12-2024,26-01-2025,Metro-A,10,6.16,31
INV105159,CUST000711,SVC3708,AGT087,16-09-2023,Paid,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,12-09-2023,10-10-2023,Rural-Zone,25,5.43,28
INV106356,CUST000837,SVC7623,AGT024,05-09-2024,Paid,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,4768.99,4768.99,0.0,31-08-2024,30-09-2024,Metro-A,500,224.45,30
INV104348,CUST007742,SVC1585,AGT146,21-07-2025,Paid,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,19-07-2025,18-08-2025,Circle-North,40,33.16,30
INV105786,CUST000138,SVC2114,AGT037,31-03-2024,Pending,New Connection,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,28-03-2024,25-04-2024,Circle-East,15,9.34,28
INV107208,CUST002300,SVC3487,AGT051,05-12-2023,Paid,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,15134.25,-3335.43,04-12-2023,03-01-2024,Circle-West,750,132.89,30
INV103551,CUST000216,SVC6834,AGT047,20-12-2023,Paid,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,16-12-2023,13-01-2024,Circle-East,30,3.17,28
INV107347,CUST003114,SVC8647,AGT020,17-07-2025,Paid,Plan Change,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,20274.33,-4935.51,12-07-2025,12-08-2025,Circle-East,1000,134.52,31
INV106039,CUST000536,SVC3608,AGT120,10-08-2024,Paid,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,13896.9,13896.9,0.0,05-08-2024,02-09-2024,Circle-South,500,343.33,28
INV102609,CUST002562,SVC4603,AGT117,12-07-2024,Pending,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,09-07-2024,09-08-2024,Circle-South,150,118.1,31
INV106012,CUST002556,SVC1837,AGT035,29-11-2024,Paid,Bill Payment,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,3521.75,3521.75,0.0,27-11-2024,27-12-2024,Metro-A,75,70.63,30
INV106078,CUST007996,SVC2207,AGT041,31-05-2024,Paid,New Connection,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1940.56,1940.56,0.0,29-05-2024,26-06-2024,Metro-B,40,16.12,28
INV102150,CUST007213,SVC5524,AGT128,03-05-2025,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,30-04-2025,30-05-2025,Rural-Zone,50,38.96,30
INV108692,CUST007547,SVC8682,AGT010,13-12-2024,Paid,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,08-12-2024,07-01-2025,Metro-B,10,2.01,30
INV106502,CUST005136,SVC8124,AGT006,25-06-2024,Paid,Renewal,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3032.42,3032.42,0.0,24-06-2024,22-07-2024,Metro-A,100,0.85,28
INV102999,CUST007745,SVC7764,AGT044,12-02-2025,Pending,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,08-02-2025,08-03-2025,Circle-East,200,27.11,28
INV102737,CUST000721,SVC2635,AGT013,04-05-2025,Pending,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,03-05-2025,31-05-2025,Circle-South,30,12.57,28
INV102950,CUST000907,SVC2210,AGT114,26-07-2024,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,25-07-2024,24-08-2024,Circle-West,500,250.71,30
INV105919,CUST005927,SVC4811,AGT051,24-03-2024,Pending,Plan Change,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,21-03-2024,18-04-2024,Circle-North,25,14.87,28
INV107171,CUST003071,SVC9685,AGT124,28-01-2024,Paid,Renewal,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,4047.86,-509.04,23-01-2024,23-02-2024,Circle-North,100,21.54,31
INV103955,CUST000524,SVC3949,AGT056,27-04-2025,Paid,Renewal,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,23-04-2025,24-05-2025,Rural-Zone,5,3.53,31
INV104272,CUST004352,SVC9170,AGT143,02-08-2024,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,30-07-2024,30-08-2024,Circle-West,750,456.25,31
INV104495,CUST001617,SVC5500,AGT083,04-06-2025,Paid,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,03-06-2025,03-07-2025,Circle-South,25,2.01,30
INV106388,CUST005039,SVC6476,AGT018,04-12-2024,Paid,Renewal,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,9654.06,9654.06,0.0,29-11-2024,30-12-2024,Circle-South,1000,64.43,31
INV101309,CUST001794,SVC5019,AGT058,11-02-2024,Paid,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,07-02-2024,08-03-2024,Rural-Zone,1000,791.59,30
INV104676,CUST007086,SVC8452,AGT051,21-06-2025,Pending,Bill Payment,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,16-06-2025,17-07-2025,Circle-West,25,16.81,31
INV104943,CUST003190,SVC3408,AGT080,17-05-2025,Pending,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,16-05-2025,16-06-2025,Circle-North,25,10.99,31
INV106000,CUST001548,SVC3871,AGT002,19-11-2024,Paid,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,15-11-2024,15-12-2024,Circle-West,25,14.9,30
INV102924,CUST001251,SVC9388,AGT128,10-02-2024,Pending,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,07-02-2024,06-03-2024,Metro-A,750,537.65,28
INV100148,CUST000812,SVC6493,AGT038,30-04-2025,Paid,Plan Change,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,28-04-2025,26-05-2025,Circle-North,5,1.51,28
INV106000,CUST006520,SVC8104,AGT004,07-07-2025,Paid,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,03-07-2025,02-08-2025,Circle-East,40,24.75,30
INV100565,CUST005284,SVC2007,AGT024,18-05-2025,Pending,Plan Change,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,13-05-2025,13-06-2025,Metro-B,200,62.21,31
INV107203,CUST005645,SVC9336,AGT106,22-02-2024,Paid,Recharge,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,13064.74,-3625.92,21-02-2024,22-03-2024,Circle-East,500,137.5,30
INV106000,CUST000153,SVC3563,AGT013,13-06-2025,Paid,Recharge,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,09-06-2025,07-07-2025,Metro-A,40,6.86,28
INV105222,CUST003563,SVC9449,AGT019,27-08-2024,Paid,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,23-08-2024,23-09-2024,Metro-A,15,1.67,31
INV101808,CUST007347,SVC7177,AGT006,17-01-2025,Paid,Bill Payment,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,13-01-2025,10-02-2025,Metro-B,15,8.11,28
INV107839,CUST007954,SVC9530,AGT074,04-03-2025,Partial,Bill Payment,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,10304.11,1494.71,02-03-2025,30-03-2025,Metro-B,750,418.42,28
INV102686,CUST002204,SVC4345,AGT088,02-08-2024,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,30-07-2024,30-08-2024,Rural-Zone,500,9.89,31
INV107736,CUST001676,SVC4370,AGT050,30-03-2024,Partial,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,675.29,1093.53,29-03-2024,26-04-2024,Metro-A,30,2.22,28
INV108507,CUST006904,SVC9948,AGT113,04-06-2024,Paid,Plan Change,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,01-06-2024,29-06-2024,Circle-South,75,2.87,28
INV102588,CUST001485,SVC3655,AGT059,21-04-2024,Pending,Plan Change,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,17-04-2024,17-05-2024,Circle-East,75,10.63,30
