Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,Revenue_Leakage_Pred,Anomaly_Type_Pred
INV100410,CUST003229,SVC9800,AGT141,Paid,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,272.04,30,30,2024,10,20,2024,10,19,2024,11,18,No,No Anomaly
INV102864,CUST006518,SVC2440,AGT067,Paid,Renewal,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,202.47,28,28,2023,9,3,2023,8,29,2023,9,26,No,Billing Error
INV108279,CUST002505,SVC5181,AGT095,Paid,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,460.38,28,26,2024,2,4,2024,1,30,2024,2,27,No,Billing Error
INV100563,CUST001935,SVC3835,AGT020,Pending,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-South,750,387.98,28,28,2024,3,21,2024,3,16,2024,4,13,No,No Anomaly
INV101114,CUST000280,SVC8068,AGT007,Paid,Plan Change,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-B,40,4.8,31,31,2023,11,24,2023,11,20,2023,12,21,No,No Anomaly
INV106000,CUST001017,SVC9252,AGT056,Paid,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-North,25,9.3,28,28,2023,11,28,2023,11,26,2023,12,24,No,No Anomaly
INV103082,CUST004439,SVC9597,AGT119,Pending,Recharge,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-North,40,22.41,31,31,2025,7,19,2025,7,14,2025,8,14,No,No Anomaly
INV100421,CUST005478,SVC4387,AGT133,Pending,Renewal,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,3.33,30,30,2024,8,4,2024,8,1,2024,8,31,No,No Anomaly
INV105151,CUST006173,SVC7944,AGT087,Paid,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-B,25,7.61,30,30,2024,10,2,2024,10,1,2024,10,31,No,Usage Mismatch
INV106649,CUST000464,SVC9637,AGT098,Paid,Bill Payment,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,3764.18,3764.18,0.0,Circle-East,200,58.13,28,28,2025,7,11,2025,7,9,2025,8,6,No,No Anomaly
INV109115,CUST003333,SVC7315,AGT102,Paid,Plan Change,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,826.65,31,31,2024,1,4,2024,1,2,2024,2,2,No,Billing Error
INV107889,CUST001673,SVC6442,AGT089,Partial,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,556.27,976.55,Circle-South,40,36.59,30,30,2024,6,27,2024,6,26,2024,7,26,No,No Anomaly
INV105380,CUST005900,SVC4704,AGT064,Pending,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-A,50,19.94,30,30,2025,4,7,2025,4,2,2025,5,2,No,No Anomaly
INV101716,CUST004840,SVC1366,AGT106,Pending,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,80.98,28,28,2025,8,28,2025,8,27,2025,9,24,No,No Anomaly
INV108999,CUST002881,SVC5772,AGT101,Paid,Bill Payment,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-B,200,498.66,31,31,2024,3,30,2024,3,26,2024,4,26,No,No Anomaly
INV101014,CUST002610,SVC1178,AGT085,Pending,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-East,30,3.49,28,28,2025,6,14,2025,6,12,2025,7,10,No,No Anomaly
INV108909,CUST001561,SVC7753,AGT144,Paid,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-East,150,336.03,31,31,2024,6,9,2024,6,4,2024,7,5,No,No Anomaly
INV102311,CUST006885,SVC3286,AGT080,Paid,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-A,5,3.85,30,30,2025,3,3,2025,2,27,2025,3,29,No,No Anomaly
INV101940,CUST000941,SVC4342,AGT119,Paid,Renewal,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-South,100,12.95,31,31,2024,5,2,2024,4,29,2024,5,30,No,Usage Mismatch
INV106000,CUST001395,SVC4863,AGT150,Paid,Plan Change,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-North,75,6.24,28,28,2024,5,9,2024,5,7,2024,6,4,No,No Anomaly
INV100095,CUST001173,SVC4804,AGT119,Pending,Renewal,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-North,40,34.69,31,31,2024,1,28,2024,1,26,2024,2,26,No,Billing Error
INV104637,CUST007052,SVC2768,AGT097,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,370.36,28,28,2025,2,21,2025,2,20,2025,3,20,No,No Anomaly
INV100740,CUST000386,SVC1297,AGT092,Paid,Renewal,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-West,150,29.84,28,28,2024,9,28,2024,9,25,2024,10,23,No,No Anomaly
INV106665,CUST000358,SVC6639,AGT073,Paid,Plan Change,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,3873.86,3873.86,0.0,Circle-South,200,72.81,28,28,2024,2,4,2024,2,3,2024,3,2,No,Usage Mismatch
INV106074,CUST005579,SVC7251,AGT012,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,607.22,607.22,0.0,Metro-A,5,1.47,31,31,2024,2,16,2024,2,14,2024,3,16,No,No Anomaly
INV103461,CUST007697,SVC3041,AGT064,Paid,Recharge,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-West,1000,440.18,31,31,2024,3,30,2024,3,29,2024,4,29,No,No Anomaly
INV104153,CUST003155,SVC9657,AGT055,Pending,Renewal,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-East,10,5.92,28,28,2025,7,7,2025,7,4,2025,8,1,No,No Anomaly
INV108879,CUST004222,SVC2109,AGT023,Paid,Plan Change,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,1008.58,31,31,2025,2,7,2025,2,4,2025,3,7,No,No Anomaly
INV108123,CUST006229,SVC7221,AGT085,Partial,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1021.47,157.35,Circle-West,25,0.25,31,31,2025,6,28,2025,6,24,2025,7,25,No,No Anomaly
INV108475,CUST006776,SVC2863,AGT031,Paid,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,100.48,31,36,2023,9,9,2023,9,7,2023,10,8,No,Rate Error
INV100134,CUST003021,SVC5703,AGT020,Pending,New Connection,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-East,200,7.15,28,28,2023,12,24,2023,12,20,2024,1,17,No,No Anomaly
INV101285,CUST006100,SVC6798,AGT135,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,94.37,30,30,2024,4,2,2024,3,31,2024,4,30,No,Billing Error
INV107343,CUST001912,SVC3943,AGT137,Paid,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,7621.63,-2902.81,Circle-West,150,126.43,31,31,2025,1,8,2025,1,6,2025,2,6,No,No Anomaly
INV103440,CUST003094,SVC8546,AGT002,Paid,Bill Payment,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,386.59,30,30,2024,10,1,2024,9,29,2024,10,29,No,No Anomaly
INV100646,CUST002474,SVC5979,AGT127,Paid,Bill Payment,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,19.54,31,31,2024,8,9,2024,8,5,2024,9,5,No,Usage Mismatch
INV104518,CUST000653,SVC3775,AGT056,Paid,Plan Change,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,1.46,28,28,2024,5,27,2024,5,22,2024,6,19,No,Usage Mismatch
INV106981,CUST006258,SVC7345,AGT029,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,15602.59,-6163.77,Metro-A,500,324.78,28,28,2024,5,4,2024,5,2,2024,5,30,No,Billing Error
INV101196,CUST003474,SVC9711,AGT099,Paid,New Connection,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,18.66,31,31,2024,10,30,2024,10,27,2024,11,27,No,No Anomaly
INV106000,CUST002366,SVC2808,AGT062,Paid,Recharge,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Metro-B,10,4.51,31,31,2024,10,3,2024,9,28,2024,10,29,No,No Anomaly
INV104210,CUST001238,SVC8895,AGT104,Paid,Bill Payment,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,789.0,31,31,2024,5,29,2024,5,25,2024,6,25,No,No Anomaly
INV102466,CUST007513,SVC7584,AGT054,Pending,Renewal,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,892.13,28,28,2023,12,11,2023,12,7,2024,1,4,No,Billing Error
INV101109,CUST002401,SVC4998,AGT085,Paid,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,595.66,28,28,2024,12,20,2024,12,17,2025,1,14,No,Usage Mismatch
INV106000,CUST001947,SVC1342,AGT094,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-East,750,99.3,30,30,2024,4,28,2024,4,27,2024,5,27,No,Usage Mismatch
INV106732,CUST006057,SVC1583,AGT092,Paid,Recharge,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3023.67,3023.67,0.0,Circle-West,100,23.48,30,30,2024,3,7,2024,3,6,2024,4,5,No,No Anomaly
INV106944,CUST002023,SVC6628,AGT108,Paid,New Connection,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,2721.93,-1189.11,Circle-East,40,15.1,30,30,2024,7,11,2024,7,9,2024,8,8,No,No Anomaly
INV103965,CUST004695,SVC7469,AGT046,Paid,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,50.98,31,31,2024,6,21,2024,6,17,2024,7,18,No,No Anomaly
INV104006,CUST005015,SVC4789,AGT047,Paid,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,176.53,31,31,2024,1,20,2024,1,19,2024,2,19,No,Rate Error
INV108341,CUST003245,SVC8672,AGT092,Paid,Plan Change,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-South,15,8.45,31,22,2024,2,12,2024,2,7,2024,3,9,No,No Anomaly
INV103479,CUST001335,SVC7074,AGT150,Pending,Renewal,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-A,40,28.43,28,28,2023,12,24,2023,12,21,2024,1,18,No,No Anomaly
INV100094,CUST006493,SVC3950,AGT044,Pending,Plan Change,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-East,15,8.06,30,30,2023,10,9,2023,10,4,2023,11,3,No,Usage Mismatch
INV107511,CUST003703,SVC3174,AGT114,Partial,Renewal,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1374.27,394.55,Circle-South,30,4.24,30,30,2023,12,23,2023,12,18,2024,1,17,No,Usage Mismatch
INV106327,CUST007501,SVC6258,AGT008,Paid,New Connection,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,3622.96,3622.96,0.0,Rural-Zone,75,54.44,30,30,2024,10,16,2024,10,14,2024,11,13,No,No Anomaly
INV101168,CUST006833,SVC2956,AGT015,Paid,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,39.34,31,31,2025,5,21,2025,5,19,2025,6,19,No,No Anomaly
INV102018,CUST001510,SVC3962,AGT032,Pending,Bill Payment,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,7.3,30,30,2024,11,20,2024,11,17,2024,12,17,No,No Anomaly
INV105687,CUST002282,SVC1031,AGT040,Paid,Recharge,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-B,40,21.17,31,31,2025,2,5,2025,2,4,2025,3,7,No,No Anomaly
INV105413,CUST000834,SVC8981,AGT118,Pending,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,534.02,28,28,2025,7,8,2025,7,3,2025,7,31,No,No Anomaly
INV107927,CUST001567,SVC7681,AGT149,Partial,Plan Change,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,4923.37,6875.45,Metro-A,750,105.04,28,28,2025,4,23,2025,4,20,2025,5,18,No,No Anomaly
INV102131,CUST000479,SVC4319,AGT042,Pending,New Connection,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,7.53,30,30,2025,5,24,2025,5,23,2025,6,22,No,Usage Mismatch
INV102069,CUST002857,SVC5333,AGT043,Paid,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-A,750,282.08,30,30,2024,6,17,2024,6,15,2024,7,15,No,No Anomaly
INV100674,CUST006999,SVC3560,AGT130,Pending,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-North,40,18.08,31,31,2024,5,24,2024,5,19,2024,6,19,No,No Anomaly
INV104549,CUST007318,SVC8103,AGT022,Pending,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,176.28,31,31,2025,6,24,2025,6,20,2025,7,21,No,No Anomaly
INV108766,CUST007803,SVC2424,AGT006,Paid,Recharge,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Metro-B,150,105.83,28,20,2025,8,6,2025,8,3,2025,8,31,No,No Anomaly
INV106000,CUST002712,SVC7342,AGT036,Paid,Plan Change,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,102.61,30,30,2024,9,13,2024,9,9,2024,10,9,No,No Anomaly
INV106921,CUST006878,SVC8719,AGT009,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,2461.79,-692.97,Circle-South,30,0.05,31,31,2023,9,29,2023,9,28,2023,10,29,No,No Anomaly
INV108343,CUST001425,SVC9418,AGT122,Paid,Renewal,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-B,750,97.28,30,45,2025,2,5,2025,2,3,2025,3,5,No,No Anomaly
INV107580,CUST002691,SVC1600,AGT128,Partial,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,195.7,275.12,Circle-South,5,3.88,30,30,2025,2,20,2025,2,17,2025,3,19,No,Billing Error
INV100099,CUST005906,SVC3240,AGT025,Pending,New Connection,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,9.66,31,31,2025,5,30,2025,5,28,2025,6,28,No,No Anomaly
INV104486,CUST004688,SVC7631,AGT002,Pending,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-South,25,2.75,28,28,2024,5,2,2024,4,30,2024,5,28,No,No Anomaly
INV106976,CUST001753,SVC7584,AGT150,Paid,Plan Change,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,8270.4,-3551.58,Metro-A,150,22.89,31,31,2025,7,29,2025,7,25,2025,8,25,No,No Anomaly
INV109120,CUST003447,SVC9478,AGT146,Paid,Bill Payment,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-A,75,165.57,30,30,2024,6,14,2024,6,11,2024,7,11,No,No Anomaly
INV102678,CUST006756,SVC3934,AGT099,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,14.49,28,28,2023,12,25,2023,12,24,2024,1,21,No,No Anomaly
INV106135,CUST002633,SVC8236,AGT143,Paid,Bill Payment,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,1643.79,1643.79,0.0,Metro-B,75,38.85,31,31,2024,2,10,2024,2,5,2024,3,7,No,No Anomaly
INV102222,CUST006331,SVC9782,AGT095,Pending,Plan Change,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Rural-Zone,40,33.22,30,30,2024,12,17,2024,12,15,2025,1,14,No,No Anomaly
INV105783,CUST006879,SVC4625,AGT116,Paid,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-North,50,30.33,28,28,2024,4,28,2024,4,25,2024,5,23,No,Billing Error
INV107238,CUST004432,SVC8549,AGT019,Paid,Bill Payment,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,4161.35,-1212.53,Metro-A,75,25.86,31,31,2023,12,12,2023,12,7,2024,1,7,No,No Anomaly
INV102043,CUST001310,SVC9570,AGT101,Pending,Bill Payment,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-A,30,21.68,30,30,2023,10,5,2023,10,1,2023,10,31,No,Usage Mismatch
INV102399,CUST000480,SVC5180,AGT144,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-South,25,16.6,31,31,2024,10,24,2024,10,20,2024,11,20,No,No Anomaly
INV105979,CUST007317,SVC8686,AGT004,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Rural-Zone,25,0.11,30,30,2024,6,19,2024,6,14,2024,7,14,No,No Anomaly
INV100020,CUST001149,SVC7912,AGT047,Paid,Renewal,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,2.55,30,30,2025,3,8,2025,3,6,2025,4,5,No,Billing Error
INV107821,CUST003225,SVC9455,AGT052,Partial,Renewal,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,220.36,250.46,Circle-West,5,0.02,30,30,2024,6,15,2024,6,14,2024,7,14,No,No Anomaly
INV106023,CUST006790,SVC9998,AGT105,Paid,New Connection,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,13516.6,13516.6,0.0,Circle-North,500,161.97,30,30,2024,9,16,2024,9,12,2024,10,12,No,No Anomaly
INV109158,CUST006952,SVC6216,AGT093,Paid,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,14.9,31,31,2025,7,18,2025,7,13,2025,8,13,No,No Anomaly
INV106901,CUST003252,SVC4710,AGT085,Paid,Renewal,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,9102.08,-3203.26,Circle-East,200,20.71,31,31,2024,2,20,2024,2,15,2024,3,17,No,No Anomaly
INV106917,CUST007120,SVC9497,AGT092,Paid,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,4070.26,-1121.44,Metro-B,75,25.77,28,28,2025,2,9,2025,2,7,2025,3,7,No,No Anomaly
INV108240,CUST003297,SVC6406,AGT104,Paid,Recharge,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-North,750,381.92,30,31,2025,7,26,2025,7,24,2025,8,23,No,No Anomaly
INV107227,CUST001468,SVC3777,AGT145,Paid,Recharge,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,8115.8,-2216.98,Circle-North,200,87.06,28,28,2025,8,6,2025,8,3,2025,8,31,No,Usage Mismatch
INV106298,CUST000469,SVC5415,AGT004,Paid,New Connection,Cash,Business Pro,Postpaid,2999,539.82,3538.82,4506.9,4506.9,0.0,Circle-East,100,86.06,31,31,2024,6,4,2024,6,3,2024,7,4,No,No Anomaly
INV104184,CUST003936,SVC9349,AGT037,Pending,Plan Change,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-South,30,15.11,28,28,2024,1,2,2023,12,28,2024,1,25,No,No Anomaly
INV108921,CUST001033,SVC2774,AGT010,Paid,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,59.91,31,31,2025,8,1,2025,7,28,2025,8,28,No,No Anomaly
INV107792,CUST002757,SVC3075,AGT052,Partial,Renewal,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,478.44,346.38,Rural-Zone,15,6.19,28,28,2024,12,23,2024,12,21,2025,1,18,No,Billing Error
INV100164,CUST000213,SVC4048,AGT128,Paid,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-East,25,22.81,31,31,2025,1,27,2025,1,24,2025,2,24,No,Usage Mismatch
INV100325,CUST000604,SVC1547,AGT076,Paid,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-North,750,115.89,30,30,2024,11,5,2024,11,1,2024,12,1,No,No Anomaly
INV100987,CUST006747,SVC6185,AGT004,Paid,Plan Change,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,15.38,31,31,2024,6,18,2024,6,13,2024,7,14,No,No Anomaly
INV105286,CUST002463,SVC7017,AGT144,Pending,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,438.8,31,31,2025,6,27,2025,6,22,2025,7,23,No,No Anomaly
INV106742,CUST002596,SVC8330,AGT049,Paid,Renewal,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,4837.59,4837.59,0.0,Circle-South,100,33.42,31,31,2024,5,14,2024,5,11,2024,6,11,No,No Anomaly
INV100881,CUST003774,SVC6176,AGT038,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,255.69,30,30,2024,7,7,2024,7,3,2024,8,2,No,No Anomaly
INV102563,CUST004414,SVC6457,AGT068,Paid,Bill Payment,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-West,10,2.95,28,28,2024,1,11,2024,1,9,2024,2,6,No,No Anomaly
INV107790,CUST004295,SVC9989,AGT027,Partial,Plan Change,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,207.8,263.02,Circle-East,5,0.55,28,28,2024,6,23,2024,6,19,2024,7,17,No,No Anomaly
INV106000,CUST003157,SVC5295,AGT150,Paid,Renewal,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-A,1000,183.39,31,31,2025,1,30,2025,1,29,2025,3,1,No,No Anomaly
INV106679,CUST002541,SVC9214,AGT063,Paid,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,4393.49,4393.49,0.0,Rural-Zone,100,40.6,31,31,2024,7,24,2024,7,21,2024,8,21,No,No Anomaly
INV105501,CUST006928,SVC8249,AGT130,Paid,Plan Change,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-A,75,66.67,30,30,2025,8,22,2025,8,18,2025,9,17,No,No Anomaly
INV108568,CUST006188,SVC3994,AGT132,Paid,Bill Payment,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,113.37,28,19,2025,5,3,2025,4,30,2025,5,28,No,No Anomaly
INV102236,CUST005682,SVC9252,AGT124,Paid,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,496.17,30,30,2023,11,6,2023,11,3,2023,12,3,No,No Anomaly
INV103575,CUST000057,SVC9841,AGT001,Pending,Renewal,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,361.62,30,30,2024,7,31,2024,7,28,2024,8,27,No,No Anomaly
INV105562,CUST002051,SVC3118,AGT110,Paid,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Metro-B,1000,267.66,31,31,2024,11,5,2024,11,1,2024,12,2,No,Billing Error
INV102879,CUST007560,SVC1541,AGT057,Pending,Recharge,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,282.1,30,30,2025,5,30,2025,5,27,2025,6,26,No,No Anomaly
INV103222,CUST002241,SVC5022,AGT068,Paid,Renewal,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,9.28,28,28,2024,2,16,2024,2,15,2024,3,14,No,Billing Error
INV101557,CUST005652,SVC2619,AGT070,Pending,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-North,500,247.96,30,30,2024,9,17,2024,9,14,2024,10,14,No,No Anomaly
INV101826,CUST002723,SVC1743,AGT040,Paid,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-East,40,1.35,30,30,2024,2,11,2024,2,9,2024,3,10,No,Rate Error
INV101624,CUST002536,SVC4737,AGT134,Paid,Bill Payment,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,7.12,30,30,2023,10,20,2023,10,16,2023,11,15,No,No Anomaly
INV106000,CUST006958,SVC2413,AGT052,Paid,Recharge,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-A,30,20.62,28,28,2024,2,1,2024,1,27,2024,2,24,No,Usage Mismatch
INV106072,CUST005611,SVC7435,AGT085,Paid,Renewal,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,2552.97,2552.97,0.0,Circle-South,100,44.43,30,30,2025,1,19,2025,1,18,2025,2,17,No,No Anomaly
