Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,Revenue_Leakage_Pred,Anomaly_Type_Pred
INV107253,CUST001572,SVC6679,AGT096,Paid,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,20364.19,-8565.37,Metro-A,750,212.69,30,30,2024,7,19,2024,7,17,2024,8,16,Yes,No Anomaly
INV108838,CUST006699,SVC5649,AGT043,Paid,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,61.08,30,30,2025,4,9,2025,4,5,2025,5,5,Yes,No Anomaly
INV106471,CUST004417,SVC6640,AGT051,Paid,Bill Payment,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2986.57,2986.57,0.0,Metro-B,50,27.14,31,31,2025,4,24,2025,4,22,2025,5,23,Yes,Usage Mismatch
INV100081,CUST000950,SVC7622,AGT132,Pending,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Rural-Zone,200,47.96,28,28,2024,6,29,2024,6,28,2024,7,26,Yes,No Anomaly
INV101836,CUST000006,SVC2354,AGT035,Paid,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,9.73,28,28,2025,4,22,2025,4,19,2025,5,17,Yes,Billing Error
INV104494,CUST007323,SVC4412,AGT006,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,24.89,30,30,2023,10,26,2023,10,24,2023,11,23,Yes,No Anomaly
INV106596,CUST000146,SVC1657,AGT138,Paid,Renewal,Cash,Youth Special,Prepaid,599,107.82,706.82,625.86,625.86,0.0,Circle-West,10,6.08,31,31,2024,7,27,2024,7,25,2024,8,25,Yes,Rate Error
INV103899,CUST005745,SVC3730,AGT129,Paid,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-South,150,47.73,31,31,2024,11,21,2024,11,18,2024,12,19,Yes,Billing Error
INV104956,CUST005885,SVC4829,AGT011,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-East,5,0.97,28,28,2023,10,23,2023,10,19,2023,11,16,Yes,No Anomaly
INV104828,CUST004749,SVC7251,AGT087,Paid,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,199.39,30,30,2024,8,27,2024,8,26,2024,9,25,Yes,No Anomaly
INV102653,CUST003677,SVC1931,AGT081,Pending,Plan Change,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,552.55,31,31,2024,12,29,2024,12,25,2025,1,25,Yes,No Anomaly
INV100777,CUST007552,SVC8900,AGT070,Paid,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,57.17,31,31,2024,8,27,2024,8,25,2024,9,25,Yes,No Anomaly
INV106365,CUST001686,SVC3994,AGT073,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3524.94,3524.94,0.0,Circle-North,75,4.81,30,30,2025,2,7,2025,2,6,2025,3,8,Yes,No Anomaly
INV100831,CUST001294,SVC5485,AGT138,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,168.25,28,28,2025,8,13,2025,8,12,2025,9,9,Yes,No Anomaly
INV106360,CUST000242,SVC9877,AGT088,Paid,Recharge,UPI,Family Pack,Postpaid,1499,269.82,1768.82,2166.45,2166.45,0.0,Circle-South,30,10.44,31,31,2024,11,13,2024,11,11,2024,12,12,Yes,No Anomaly
INV106693,CUST004808,SVC2793,AGT069,Paid,Plan Change,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,667.14,667.14,0.0,Rural-Zone,5,0.75,30,30,2025,3,26,2025,3,22,2025,4,21,Yes,No Anomaly
INV100533,CUST007008,SVC9169,AGT140,Paid,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,21.79,31,31,2024,6,28,2024,6,25,2024,7,26,Yes,No Anomaly
INV107268,CUST007900,SVC8920,AGT026,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,6948.58,-1049.76,Circle-East,200,29.51,31,31,2023,10,24,2023,10,23,2023,11,23,Yes,No Anomaly
INV109017,CUST006863,SVC7103,AGT084,Paid,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-B,750,1724.4,30,30,2024,9,5,2024,9,2,2024,10,2,Yes,No Anomaly
INV101974,CUST002603,SVC6174,AGT149,Paid,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-South,30,4.32,28,28,2025,3,6,2025,3,4,2025,4,1,Yes,No Anomaly
INV101900,CUST002876,SVC3525,AGT133,Pending,Recharge,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-West,100,59.13,30,30,2024,8,22,2024,8,20,2024,9,19,Yes,Usage Mismatch
INV102403,CUST007551,SVC1525,AGT035,Paid,Plan Change,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,578.06,30,30,2024,8,29,2024,8,26,2024,9,25,Yes,Rate Error
INV100088,CUST003366,SVC1715,AGT082,Paid,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,81.32,31,31,2025,8,15,2025,8,11,2025,9,11,Yes,No Anomaly
INV101814,CUST001081,SVC2724,AGT142,Pending,Renewal,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-North,5,1.27,31,31,2024,2,23,2024,2,20,2024,3,22,Yes,No Anomaly
INV106478,CUST003667,SVC5002,AGT138,Paid,Plan Change,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,7461.65,7461.65,0.0,Circle-South,500,178.79,28,28,2024,3,23,2024,3,21,2024,4,18,Yes,No Anomaly
INV104227,CUST001448,SVC6956,AGT125,Paid,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-B,500,214.93,30,30,2024,11,19,2024,11,16,2024,12,16,Yes,No Anomaly
INV105861,CUST002057,SVC2878,AGT141,Pending,Plan Change,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,43.97,30,30,2025,6,30,2025,6,29,2025,7,29,Yes,No Anomaly
INV106800,CUST005562,SVC3624,AGT144,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,1638.71,1638.71,0.0,Circle-East,50,12.31,30,30,2024,9,17,2024,9,15,2024,10,15,Yes,Usage Mismatch
INV105961,CUST002669,SVC3354,AGT026,Pending,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,18.64,30,30,2024,1,24,2024,1,20,2024,2,19,Yes,Usage Mismatch
INV104776,CUST006303,SVC5252,AGT138,Paid,New Connection,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,8.77,28,28,2024,9,26,2024,9,25,2024,10,23,Yes,No Anomaly
INV103909,CUST007689,SVC8070,AGT086,Paid,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Rural-Zone,25,7.6,31,31,2023,10,24,2023,10,20,2023,11,20,Yes,No Anomaly
INV103200,CUST007321,SVC7326,AGT076,Pending,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,102.67,28,28,2024,11,24,2024,11,20,2024,12,18,Yes,Usage Mismatch
INV105484,CUST007335,SVC4691,AGT023,Pending,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,91.56,28,28,2025,7,2,2025,6,27,2025,7,25,Yes,No Anomaly
INV103463,CUST000505,SVC9476,AGT081,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,18.69,31,31,2025,3,12,2025,3,11,2025,4,11,Yes,No Anomaly
INV107857,CUST006996,SVC4677,AGT042,Partial,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,4428.73,1470.09,Circle-West,200,66.86,31,31,2024,4,4,2024,3,30,2024,4,30,Yes,Rate Error
INV101349,CUST004610,SVC1957,AGT100,Paid,Bill Payment,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Rural-Zone,50,18.11,31,31,2024,10,11,2024,10,9,2024,11,9,Yes,No Anomaly
INV109045,CUST001895,SVC7312,AGT127,Paid,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,877.01,30,30,2025,5,6,2025,5,5,2025,6,4,Yes,No Anomaly
INV102683,CUST001652,SVC5913,AGT133,Pending,Bill Payment,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,194.8,31,31,2024,3,16,2024,3,14,2024,4,14,Yes,No Anomaly
INV102118,CUST003358,SVC9761,AGT044,Pending,Plan Change,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,1.18,28,28,2024,10,23,2024,10,18,2024,11,15,Yes,No Anomaly
INV105942,CUST000173,SVC9434,AGT038,Pending,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-B,25,21.2,31,31,2025,6,2,2025,5,29,2025,6,29,Yes,No Anomaly
INV108747,CUST003064,SVC6476,AGT063,Paid,Plan Change,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-West,5,3.21,30,20,2024,2,3,2024,2,2,2024,3,3,Yes,No Anomaly
INV102535,CUST001565,SVC9559,AGT027,Paid,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,31.68,28,28,2024,7,1,2024,6,30,2024,7,28,Yes,No Anomaly
INV104746,CUST001825,SVC8665,AGT079,Pending,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Rural-Zone,200,83.29,31,31,2024,11,17,2024,11,16,2024,12,17,Yes,Billing Error
INV100763,CUST000367,SVC7841,AGT124,Pending,Bill Payment,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-East,5,0.32,30,30,2024,12,4,2024,11,29,2024,12,29,Yes,Usage Mismatch
INV106787,CUST003581,SVC9455,AGT090,Paid,Recharge,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,2169.77,2169.77,0.0,Circle-North,40,2.26,28,28,2024,10,29,2024,10,26,2024,11,23,Yes,No Anomaly
INV100862,CUST002204,SVC4432,AGT102,Pending,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-B,5,3.87,30,30,2024,9,7,2024,9,2,2024,10,2,Yes,No Anomaly
INV102147,CUST000084,SVC5938,AGT028,Paid,Recharge,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,8.37,28,28,2025,8,16,2025,8,11,2025,9,8,Yes,No Anomaly
INV100233,CUST005672,SVC8790,AGT070,Paid,New Connection,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-West,75,64.22,30,30,2024,2,4,2024,2,2,2024,3,3,Yes,No Anomaly
INV100120,CUST006924,SVC1430,AGT069,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-North,5,3.83,28,28,2024,11,30,2024,11,25,2024,12,23,Yes,No Anomaly
INV103598,CUST003376,SVC8495,AGT065,Paid,Renewal,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,196.99,30,30,2025,7,8,2025,7,5,2025,8,4,Yes,No Anomaly
INV104399,CUST003716,SVC3743,AGT102,Pending,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-East,30,3.71,30,30,2024,11,15,2024,11,11,2024,12,11,Yes,No Anomaly
INV108935,CUST003122,SVC9419,AGT025,Paid,New Connection,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-West,150,320.98,30,30,2025,4,22,2025,4,19,2025,5,19,Yes,No Anomaly
INV101040,CUST006020,SVC6747,AGT140,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,21.5,30,30,2024,2,5,2024,2,2,2024,3,3,Yes,No Anomaly
INV108204,CUST000695,SVC2714,AGT047,Paid,New Connection,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-East,15,4.18,30,42,2024,12,31,2024,12,27,2025,1,26,Yes,No Anomaly
INV106075,CUST007522,SVC3020,AGT081,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3476.44,3476.44,0.0,Circle-East,75,9.38,31,31,2025,3,15,2025,3,11,2025,4,11,Yes,No Anomaly
INV101571,CUST000063,SVC3807,AGT096,Paid,New Connection,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Metro-B,15,6.75,31,31,2024,3,4,2024,3,3,2024,4,3,Yes,No Anomaly
INV106752,CUST004165,SVC5147,AGT100,Paid,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,681.69,681.69,0.0,Metro-A,15,6.16,31,31,2024,9,21,2024,9,17,2024,10,18,Yes,Usage Mismatch
INV108219,CUST005564,SVC4757,AGT093,Paid,Renewal,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,1.4,31,36,2025,6,28,2025,6,27,2025,7,28,Yes,No Anomaly
INV108091,CUST006749,SVC7057,AGT006,Partial,Bill Payment,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,986.13,546.69,Circle-East,40,8.63,31,31,2025,1,25,2025,1,22,2025,2,22,Yes,Usage Mismatch
INV100228,CUST004520,SVC7739,AGT004,Paid,New Connection,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,4.71,31,31,2025,8,7,2025,8,3,2025,9,3,Yes,No Anomaly
INV107777,CUST001668,SVC6054,AGT140,Partial,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,1695.65,663.17,Circle-South,50,31.86,28,28,2024,9,17,2024,9,15,2024,10,13,Yes,No Anomaly
INV100225,CUST006513,SVC6770,AGT044,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-East,25,4.0,28,28,2023,10,6,2023,10,2,2023,10,30,Yes,No Anomaly
INV104611,CUST000725,SVC1868,AGT037,Pending,Plan Change,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,250.19,31,31,2023,10,16,2023,10,13,2023,11,13,Yes,Rate Error
INV107211,CUST003415,SVC2729,AGT072,Paid,Bill Payment,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,1219.21,-394.39,Metro-B,15,9.13,28,28,2023,10,1,2023,9,26,2023,10,24,Yes,No Anomaly
INV107810,CUST007397,SVC5097,AGT013,Partial,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,4605.22,1293.6,Circle-South,200,149.23,28,28,2024,1,13,2024,1,12,2024,2,9,Yes,No Anomaly
INV107997,CUST000747,SVC5126,AGT094,Partial,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,2295.92,2422.9,Metro-B,150,72.37,30,30,2023,9,26,2023,9,21,2023,10,21,Yes,Rate Error
INV106000,CUST004419,SVC1037,AGT025,Paid,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-South,500,286.84,28,28,2025,1,30,2025,1,27,2025,2,24,Yes,No Anomaly
INV102679,CUST005051,SVC5377,AGT047,Pending,Bill Payment,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,18.21,31,31,2024,2,7,2024,2,5,2024,3,7,Yes,Billing Error
INV103997,CUST003112,SVC6277,AGT141,Paid,Renewal,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-A,30,12.49,28,28,2024,11,16,2024,11,13,2024,12,11,Yes,Usage Mismatch
INV101052,CUST007595,SVC8555,AGT140,Paid,Plan Change,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Rural-Zone,500,141.23,28,28,2023,10,23,2023,10,20,2023,11,17,Yes,No Anomaly
INV106711,CUST005124,SVC8461,AGT075,Paid,Plan Change,Wallet,Smart Connect,Prepaid,699,125.82,824.82,734.03,734.03,0.0,Metro-B,15,10.17,30,30,2025,7,5,2025,7,2,2025,8,1,Yes,No Anomaly
INV108458,CUST004604,SVC5454,AGT038,Paid,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-South,15,14.09,31,41,2024,5,17,2024,5,13,2024,6,13,Yes,No Anomaly
INV105095,CUST001430,SVC9538,AGT119,Paid,Plan Change,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,18.11,30,30,2024,3,11,2024,3,7,2024,4,6,Yes,No Anomaly
INV108613,CUST004696,SVC1589,AGT056,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-West,200,99.6,31,30,2024,6,27,2024,6,23,2024,7,24,Yes,No Anomaly
INV102438,CUST000830,SVC7443,AGT138,Paid,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-East,750,294.23,30,30,2025,2,1,2025,1,27,2025,2,26,Yes,No Anomaly
INV109178,CUST005663,SVC5128,AGT110,Paid,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-West,15,16.87,28,28,2024,12,19,2024,12,18,2025,1,15,Yes,No Anomaly
INV104199,CUST002162,SVC2269,AGT003,Paid,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-A,75,20.35,30,30,2025,8,21,2025,8,19,2025,9,18,Yes,No Anomaly
INV105122,CUST007305,SVC5816,AGT145,Paid,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-North,100,39.07,28,28,2024,12,26,2024,12,21,2025,1,18,Yes,No Anomaly
INV101095,CUST006794,SVC8111,AGT110,Paid,New Connection,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,8.1,31,31,2024,4,1,2024,3,30,2024,4,30,Yes,No Anomaly
INV108375,CUST002546,SVC5259,AGT124,Paid,Bill Payment,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-B,75,23.17,31,30,2025,1,4,2024,12,30,2025,1,30,Yes,No Anomaly
INV106000,CUST002791,SVC5317,AGT038,Paid,Recharge,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Rural-Zone,50,47.45,31,31,2024,12,14,2024,12,12,2025,1,12,Yes,No Anomaly
INV104490,CUST003054,SVC4184,AGT061,Paid,Bill Payment,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Metro-B,40,15.88,30,30,2023,12,24,2023,12,21,2024,1,20,Yes,No Anomaly
INV104853,CUST006656,SVC5606,AGT119,Paid,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,423.68,31,31,2024,5,9,2024,5,5,2024,6,5,Yes,No Anomaly
INV106387,CUST004296,SVC1966,AGT084,Paid,Bill Payment,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,966.58,966.58,0.0,Circle-East,40,25.41,28,28,2025,6,20,2025,6,18,2025,7,16,Yes,No Anomaly
INV106000,CUST006187,SVC8330,AGT038,Paid,New Connection,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,1.36,31,31,2024,7,1,2024,6,30,2024,7,31,Yes,No Anomaly
INV101498,CUST007497,SVC3713,AGT127,Paid,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-West,30,6.24,31,31,2024,12,20,2024,12,16,2025,1,16,Yes,Usage Mismatch
INV104656,CUST007875,SVC2899,AGT058,Pending,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,850.13,30,30,2024,9,25,2024,9,24,2024,10,24,Yes,No Anomaly
INV109296,CUST004974,SVC9223,AGT052,Paid,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-North,50,100.94,28,28,2024,9,10,2024,9,7,2024,10,5,Yes,No Anomaly
INV109201,CUST003678,SVC4662,AGT070,Paid,New Connection,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-B,30,35.59,30,30,2024,11,5,2024,11,4,2024,12,4,Yes,Usage Mismatch
INV105667,CUST006753,SVC5848,AGT143,Pending,Recharge,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,32.43,31,31,2024,12,26,2024,12,23,2025,1,23,Yes,Billing Error
INV108718,CUST003411,SVC2181,AGT021,Paid,New Connection,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,0.9,31,40,2024,11,26,2024,11,22,2024,12,23,Yes,Usage Mismatch
INV105331,CUST007424,SVC4864,AGT018,Paid,New Connection,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,4.53,28,28,2024,8,17,2024,8,14,2024,9,11,Yes,Usage Mismatch
INV101409,CUST006792,SVC3689,AGT102,Pending,Plan Change,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-East,30,14.51,31,31,2024,8,5,2024,8,4,2024,9,4,Yes,No Anomaly
INV104989,CUST005178,SVC4719,AGT085,Pending,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,106.21,31,31,2024,8,19,2024,8,14,2024,9,14,Yes,No Anomaly
INV106721,CUST006919,SVC1804,AGT112,Paid,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,578.69,578.69,0.0,Circle-West,5,3.47,31,31,2023,10,6,2023,10,1,2023,11,1,Yes,No Anomaly
INV105117,CUST003606,SVC9952,AGT098,Paid,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-West,25,17.13,30,30,2023,11,17,2023,11,12,2023,12,12,Yes,No Anomaly
INV108333,CUST002659,SVC7872,AGT012,Paid,Renewal,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-South,75,70.16,30,43,2023,10,17,2023,10,13,2023,11,12,Yes,No Anomaly
INV107413,CUST005265,SVC3646,AGT081,Partial,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,141.32,329.5,Metro-B,5,3.11,28,28,2024,7,2,2024,6,27,2024,7,25,Yes,No Anomaly
INV100144,CUST006625,SVC8684,AGT050,Paid,Renewal,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-East,750,220.5,30,30,2024,9,5,2024,8,31,2024,9,30,Yes,No Anomaly
INV106428,CUST003161,SVC9121,AGT122,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,1943.19,1943.19,0.0,Metro-B,50,5.19,31,31,2025,8,19,2025,8,16,2025,9,16,Yes,No Anomaly
INV107308,CUST006655,SVC2413,AGT047,Paid,Plan Change,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,10601.71,-4702.89,Circle-East,200,171.44,28,28,2025,3,12,2025,3,10,2025,4,7,Yes,No Anomaly
INV100702,CUST005302,SVC4747,AGT023,Paid,Recharge,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-North,40,35.08,30,30,2024,12,5,2024,12,4,2025,1,3,Yes,No Anomaly
INV107035,CUST004532,SVC3796,AGT103,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,12509.98,-3071.16,Rural-Zone,500,234.56,28,28,2025,5,31,2025,5,30,2025,6,27,Yes,No Anomaly
INV101141,CUST004133,SVC7805,AGT006,Paid,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Rural-Zone,10,0.73,30,30,2025,8,20,2025,8,17,2025,9,16,Yes,No Anomaly
INV101197,CUST003808,SVC5615,AGT011,Pending,New Connection,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,16.53,28,28,2025,8,12,2025,8,10,2025,9,7,Yes,Usage Mismatch
INV105141,CUST002229,SVC1229,AGT067,Paid,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,4.29,30,30,2025,4,30,2025,4,27,2025,5,27,Yes,Usage Mismatch
INV105759,CUST001569,SVC2317,AGT113,Pending,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Rural-Zone,15,5.34,28,28,2025,2,25,2025,2,24,2025,3,24,Yes,No Anomaly
INV100250,CUST006655,SVC9796,AGT022,Pending,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-B,750,499.91,31,31,2024,5,10,2024,5,9,2024,6,9,Yes,Usage Mismatch
INV101404,CUST003381,SVC6629,AGT018,Pending,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-East,100,32.13,30,30,2024,5,4,2024,5,1,2024,5,31,Yes,Usage Mismatch
INV101732,CUST002581,SVC5084,AGT017,Pending,Renewal,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,109.09,31,31,2024,11,16,2024,11,11,2024,12,12,Yes,No Anomaly
INV108677,CUST001133,SVC4690,AGT087,Paid,Recharge,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-South,150,136.03,30,38,2025,6,1,2025,5,31,2025,6,30,Yes,Billing Error
